Gene ID,Chromosome,Gene Name,Description
NPIL_615021,BMAW01124568.1,pol,retrovirus-related Pol polyprotein from transposon 17.6
NPIL_615031,BMAW01124568.1,K02A2.6_114,uncharacterized protein K02A2.6
NPIL_615041,BMAW01124568.1,Dll4,delta-like protein 4
NPIL_615051,BMAW01124568.1,Unknown,hypothetical protein
NPIL_615061,BMAW01124568.1,Unknown,hypothetical protein
NPIL_615071,BMAW01124568.1,Unknown,hypothetical protein
NPIL_615081,BMAW01124568.1,Unknown,hypothetical protein
NPIL_615091,BMAW01124568.1,Unknown,hypothetical protein
NPIL_6151,BMAW01053760.1,Myef2,myelin expression factor 2
NPIL_615101,BMAW01124568.1,Unknown,hypothetical protein
NPIL_61511,BMAW01008938.1,mth2_0,g-protein coupled receptor Mth2
NPIL_615111,BMAW01124568.1,Unknown,hypothetical protein
NPIL_615121,BMAW01124568.1,Unknown,hypothetical protein
NPIL_615131,BMAW01124568.1,Unknown,hypothetical protein
NPIL_615141,BMAW01124568.1,Unknown,hypothetical protein
NPIL_615151,BMAW01124568.1,eif3g-b,eukaryotic translation initiation factor 3 subunit G-B
NPIL_615161,BMAW01124568.1,Ak1,adenylate kinase isoenzyme 1
NPIL_615171,BMAW01124568.1,Polr3b,DNA-directed RNA polymerase III subunit RPC2
NPIL_615181,BMAW01124568.1,Unknown,hypothetical protein
NPIL_615191,BMAW01124568.1,Unknown,hypothetical protein
NPIL_615201,BMAW01124568.1,Unknown,hypothetical protein
NPIL_61521,BMAW01126590.1,AVEN_211376_1,uncharacterized protein
NPIL_615211,BMAW01124568.1,AVEN_103772_1,uncharacterized protein
NPIL_615221,BMAW01124568.1,AVEN_158427_1,uncharacterized protein
NPIL_615231,BMAW01124568.1,Ajm1,apical junction component 1 homolog
NPIL_615241,BMAW01124568.1,ATAT1,alpha-tubulin N-acetyltransferase 1
NPIL_615251,BMAW01124568.1,GNL1,guanine nucleotide-binding protein-like 1
NPIL_615261,BMAW01124568.1,X975_06660,SCAN domain-containing protein 3
NPIL_615271,BMAW01001274.1,abhd11_13,protein ABHD11
NPIL_615281,BMAW01087068.1,Unknown,hypothetical protein
NPIL_615291,BMAW01018467.1,NCL1_37714,zinc finger protein
NPIL_615301,BMAW01018467.1,F54H12.2_93,uncharacterized protein F54H12.2
NPIL_61531,BMAW01126590.1,Unknown,hypothetical protein
NPIL_615311,BMAW01018467.1,AVEN_232345_1,uncharacterized protein
NPIL_615321,BMAW01018467.1,AVEN_174318_1,uncharacterized protein
NPIL_615331,BMAW01018467.1,AVEN_102719_1,uncharacterized protein
NPIL_615341,BMAW01076869.1,SULT1B1_1,sulfotransferase family cytosolic 1B member 1
NPIL_615351,BMAW01061906.1,AVEN_50620_1,uncharacterized protein
NPIL_615361,BMAW01055639.1,X975_24965,DUF5641 domain-containing protein
NPIL_615371,BMAW01019194.1,X975_18538,integrase catalytic domain-containing protein
NPIL_615381,BMAW01077505.1,Unknown,hypothetical protein
NPIL_615391,BMAW01109541.1,Unknown,hypothetical protein
NPIL_615401,BMAW01109541.1,Unknown,hypothetical protein
NPIL_61541,BMAW01003352.1,Unknown,putative mariner transposase
NPIL_615411,BMAW01090698.1,mapk14a,mitogen-activated protein kinase 14A
NPIL_615421,BMAW01058108.1,pol_181,retrovirus-related Pol polyprotein from transposon 17.6
NPIL_615431,BMAW01058108.1,NCL1_38010,c2H2-type domain-containing protein
NPIL_615441,BMAW01058108.1,Unknown,MULE domain-containing protein
NPIL_615451,BMAW01079168.1,AVEN_259309_1,uncharacterized protein
NPIL_615461,BMAW01055699.1,Unknown,hypothetical protein
NPIL_615471,BMAW01016888.1,ZBED5,zinc finger BED domain-containing protein 5
NPIL_615481,BMAW01065766.1,Unknown,hypothetical protein
NPIL_615491,BMAW01117569.1,Unknown,hypothetical protein
NPIL_615501,BMAW01085077.1,AVEN_230738_1,integrase_H2C2 domain-containing protein
NPIL_61551,BMAW01049273.1,PLE2.1,transposase
NPIL_615511,BMAW01037412.1,Unknown,hypothetical protein
NPIL_615521,BMAW01048302.1,Unknown,hypothetical protein
NPIL_615531,BMAW01048302.1,Unknown,hypothetical protein
NPIL_615541,BMAW01048302.1,Unknown,hypothetical protein
NPIL_615551,BMAW01005890.1,Unknown,hypothetical protein
NPIL_615561,BMAW01005890.1,Mtrr,methionine synthase reductase
NPIL_615571,BMAW01005890.1,Unknown,hypothetical protein
NPIL_615581,BMAW01048745.1,Unknown,hypothetical protein
NPIL_615591,BMAW01011761.1,HPLM_LOCUS16798,uncharacterized protein
NPIL_615601,BMAW01040421.1,Unknown,hypothetical protein
NPIL_61561,BMAW01049273.1,Unknown,hypothetical protein
NPIL_615611,BMAW01084165.1,Unknown,hypothetical protein
NPIL_615621,BMAW01058440.1,Unknown,hypothetical protein
NPIL_615631,BMAW01058440.1,AVEN_112286_1,NRF domain-containing protein
NPIL_615641,BMAW01058440.1,Unknown,hypothetical protein
NPIL_615651,BMAW01058440.1,X975_20156,solute carrier family 43 member 3
NPIL_615661,BMAW01056720.1,Unknown,hypothetical protein
NPIL_615671,BMAW01028046.1,Unknown,hypothetical protein
NPIL_615681,BMAW01059725.1,SETX_2,putative helicase senataxin
NPIL_615691,BMAW01053384.1,NCL1_51838,uncharacterized protein
NPIL_615701,BMAW01053384.1,pol_1564,retrovirus-related Pol polyprotein from transposon opus
NPIL_61571,BMAW01049273.1,Unknown,hypothetical protein
NPIL_615711,BMAW01053384.1,Tdpoz3,TD and POZ domain-containing protein 3
NPIL_615721,BMAW01053384.1,Unknown,hypothetical protein
NPIL_615731,BMAW01090414.1,AVEN_117246_1,uncharacterized protein
NPIL_615741,BMAW01090707.1,ZNF236_1,zinc finger protein 236
NPIL_615751,BMAW01032340.1,Unknown,hypothetical protein
NPIL_615761,BMAW01032340.1,C1A_1295,putative reverse transcriptase
NPIL_615771,BMAW01032340.1,Unknown,hypothetical protein
NPIL_615781,BMAW01032340.1,Unknown,hypothetical protein
NPIL_615791,BMAW01032340.1,Unknown,hypothetical protein
NPIL_615801,BMAW01032340.1,Unknown,hypothetical protein
NPIL_61581,BMAW01014531.1,AVEN_13675_1,uncharacterized protein
NPIL_615811,BMAW01032340.1,Wxf_02964,group II intron-encoded protein LtrA
NPIL_615821,BMAW01032340.1,ltrA,hypothetical protein
NPIL_615831,BMAW01032340.1,Unknown,hypothetical protein
NPIL_615841,BMAW01032340.1,Unknown,hypothetical protein
NPIL_615851,BMAW01055809.1,JRK,jerky protein homolog
NPIL_615861,BMAW01055809.1,NCL1_08620,uncharacterized protein
NPIL_615871,BMAW01055809.1,TIGD1,tigger transposable element-derived protein 1
NPIL_615881,BMAW01055809.1,Unknown,hypothetical protein
NPIL_615891,BMAW01129878.1,PNLIPRP3_1,pancreatic lipase-related protein 3
NPIL_615901,BMAW01091474.1,Unknown,hypothetical protein
NPIL_61591,BMAW01062805.1,Unknown,hypothetical protein
NPIL_615911,BMAW01110057.1,AVEN_225944_1,uncharacterized protein
NPIL_615991,BMAW01054039.1,Unknown,hypothetical protein
NPIL_616001,BMAW01037699.1,Unknown,hypothetical protein
NPIL_61601,BMAW01115857.1,NCL1_49886,RING finger and transmembrane domain-containing protein 2
NPIL_616011,BMAW01063421.1,Unknown,hypothetical protein
NPIL_616021,BMAW01063421.1,Unknown,hypothetical protein
NPIL_616031,BMAW01038635.1,Unknown,hypothetical protein
NPIL_616041,BMAW01041767.1,AVEN_270180_1,uncharacterized protein
NPIL_616051,BMAW01102901.1,Unknown,hypothetical protein
NPIL_616061,BMAW01125937.1,Unknown,hypothetical protein
NPIL_616071,BMAW01125937.1,Unknown,hypothetical protein
NPIL_616081,BMAW01115826.1,Unknown,hypothetical protein
NPIL_616091,BMAW01067598.1,Unknown,hypothetical protein
NPIL_6161,BMAW01053760.1,Rpusd2,RNA pseudouridylate synthase domain-containing protein 2
NPIL_616101,BMAW01025171.1,Unknown,hypothetical protein
NPIL_61611,BMAW01011200.1,Unknown,hypothetical protein
NPIL_616111,BMAW01032653.1,Unknown,hypothetical protein
NPIL_616121,BMAW01100780.1,NCL1_47831,5'-nucleotidase
NPIL_616131,BMAW01026092.1,Unknown,hypothetical protein
NPIL_616141,BMAW01108512.1,AVEN_62398_1,uncharacterized protein
NPIL_616151,BMAW01055808.1,AVEN_250247_1,uncharacterized protein
NPIL_616161,BMAW01055808.1,Unknown,hypothetical protein
NPIL_616171,BMAW01037019.1,Lrp2_3,low-density lipoprotein receptor-related protein 2
NPIL_616181,BMAW01075094.1,AVEN_230738_1,integrase_H2C2 domain-containing protein
NPIL_616201,BMAW01076002.1,Unknown,hypothetical protein
NPIL_61621,BMAW01032862.1,AVEN_195830_1,uncharacterized protein
NPIL_616211,BMAW01040711.1,Unknown,hypothetical protein
NPIL_616221,BMAW01064136.1,Unknown,hypothetical protein
NPIL_616231,BMAW01087274.1,Unknown,hypothetical protein
NPIL_616241,BMAW01066395.1,Asic3,acid-sensing ion channel 3
NPIL_616251,BMAW01066395.1,Asic3,acid-sensing ion channel 3
NPIL_616261,BMAW01018284.1,X975_03858,putative inorganic phosphate cotransporter
NPIL_616271,BMAW01018284.1,CSH_0402,putative sialin
NPIL_616281,BMAW01018284.1,Unknown,hypothetical protein
NPIL_616291,BMAW01128502.1,Unknown,hypothetical protein
NPIL_616301,BMAW01043827.1,Unknown,hypothetical protein
NPIL_61631,BMAW01032862.1,Unknown,hypothetical protein
NPIL_616311,BMAW01069958.1,Unknown,hypothetical protein
NPIL_616321,BMAW01050171.1,Unknown,hypothetical protein
NPIL_616331,BMAW01055064.1,AVEN_263416_1,uncharacterized protein
NPIL_616341,BMAW01055064.1,pol_2392,retrovirus-related Pol polyprotein from transposon 17.6
NPIL_616351,BMAW01081842.1,AVEN_139507_1,DUF3736 domain-containing protein
NPIL_616361,BMAW01081842.1,Unknown,techylectin-5A
NPIL_616371,BMAW01081842.1,Unknown,hypothetical protein
NPIL_616381,BMAW01081842.1,AVEN_49887_1,DUF1758 domain-containing protein
NPIL_616391,BMAW01081842.1,AVEN_208433_1,uncharacterized protein
NPIL_616401,BMAW01081842.1,AVEN_152645_1,uncharacterized protein
NPIL_61641,BMAW01074964.1,Unknown,hypothetical protein
NPIL_616411,BMAW01081842.1,Unknown,hypothetical protein
NPIL_616421,BMAW01031452.1,EOP45_14955,HTH_48 domain-containing protein
NPIL_616431,BMAW01011883.1,Unknown,hypothetical protein
NPIL_616441,BMAW01011883.1,Unknown,hypothetical protein
NPIL_616451,BMAW01011883.1,Unknown,hypothetical protein
NPIL_616461,BMAW01129765.1,AVEN_106369_1,lig_chan-Glu_bd domain-containing protein
NPIL_616471,BMAW01129765.1,Unknown,hypothetical protein
NPIL_616481,BMAW01026181.1,Rab3gap2,rab3 GTPase-activating protein non-catalytic subunit
NPIL_616491,BMAW01026181.1,Pik3cb,"phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform"
NPIL_616501,BMAW01128606.1,AVEN_230738_1,integrase_H2C2 domain-containing protein
NPIL_61651,BMAW01092153.1,SULT1B1,sulfotransferase family cytosolic 1B member 1
NPIL_616511,BMAW01121991.1,Unknown,hypothetical protein
NPIL_616521,BMAW01121991.1,B7P43_G04282,MADF domain-containing protein
NPIL_616531,BMAW01121991.1,WR25_19835,reverse transcriptase domain-containing protein
NPIL_616541,BMAW01121991.1,Unknown,putative reverse transcriptase
NPIL_616551,BMAW01071948.1,Unknown,hypothetical protein
NPIL_616561,BMAW01071948.1,Unknown,hypothetical protein
NPIL_616571,BMAW01098401.1,Unknown,hypothetical protein
NPIL_616581,BMAW01098401.1,Unknown,hypothetical protein
NPIL_616591,BMAW01098401.1,Unknown,hypothetical protein
NPIL_616601,BMAW01098401.1,Unknown,HTH_48 domain-containing protein
NPIL_61661,BMAW01033493.1,Unknown,MAM domain-containing protein
NPIL_616611,BMAW01112533.1,AVEN_103591_1,uncharacterized protein
NPIL_616621,BMAW01112533.1,AVEN_56834_1,uncharacterized protein
NPIL_616631,BMAW01112533.1,Unknown,hypothetical protein
NPIL_616641,BMAW01112533.1,AVEN_274077_1,uncharacterized protein
NPIL_616651,BMAW01112533.1,Unknown,hypothetical protein
NPIL_616661,BMAW01112533.1,Unknown,hypothetical protein
NPIL_616671,BMAW01112533.1,Unknown,hypothetical protein
NPIL_616681,BMAW01112533.1,Unknown,hypothetical protein
NPIL_616691,BMAW01112533.1,Unknown,hypothetical protein
NPIL_616701,BMAW01112533.1,Unknown,hypothetical protein
NPIL_61671,BMAW01033493.1,ARFGAP1,ADP-ribosylation factor GTPase-activating protein 1
NPIL_616711,BMAW01112533.1,Gld,glucose dehydrogenase
NPIL_616721,BMAW01112533.1,Gld,glucose dehydrogenase
NPIL_616731,BMAW01112533.1,Unknown,hypothetical protein
NPIL_616741,BMAW01112533.1,Unknown,hypothetical protein
NPIL_616751,BMAW01112533.1,RTase_292,putative RNA-directed DNA polymerase from transposon BS
NPIL_616761,BMAW01112533.1,Unknown,hypothetical protein
NPIL_616771,BMAW01112533.1,PCED1A,PC-esterase domain-containing protein 1A
NPIL_616781,BMAW01112533.1,Unknown,hypothetical protein
NPIL_616791,BMAW01112533.1,Unknown,hypothetical protein
NPIL_616801,BMAW01112533.1,desi2,deubiquitinase DESI2
NPIL_61681,BMAW01033493.1,EIF4A2,eukaryotic initiation factor 4A-II
NPIL_616811,BMAW01112533.1,Unknown,hypothetical protein
NPIL_616821,BMAW01112533.1,Unknown,hypothetical protein
NPIL_616831,BMAW01112533.1,Unknown,hypothetical protein
NPIL_616832,BMAW01112533.1,Unknown,hypothetical protein
NPIL_616833,BMAW01112533.1,Unknown,hypothetical protein
NPIL_616834,BMAW01112533.1,Unknown,hypothetical protein
NPIL_616841,BMAW01112533.1,WH47_07713,SCAN domain-containing protein 3
NPIL_616851,BMAW01112533.1,Unknown,hypothetical protein
NPIL_616861,BMAW01112533.1,NCL1_28494,uncharacterized protein
NPIL_616871,BMAW01112533.1,Unknown,hypothetical protein
NPIL_616881,BMAW01112533.1,Unknown,hypothetical protein
NPIL_616891,BMAW01112533.1,PCED1A,PC-esterase domain-containing protein 1A
NPIL_616892,BMAW01112533.1,PCED1A,PC-esterase domain-containing protein 1A
NPIL_616901,BMAW01067729.1,PNLIPRP1_5,inactive pancreatic lipase-related protein 1
NPIL_616902,BMAW01067729.1,Pnliprp2,pancreatic lipase-related protein 2
NPIL_61691,BMAW01033493.1,Stk24,hypothetical protein
NPIL_616911,BMAW01067729.1,Unknown,hypothetical protein
NPIL_616921,BMAW01043310.1,SELENOO,"protein adenylyltransferase SelO, mitochondrial"
NPIL_616931,BMAW01043310.1,Unknown,hypothetical protein
NPIL_616941,BMAW01043310.1,AVEN_12449_2,uncharacterized protein
NPIL_616951,BMAW01043310.1,AVEN_12449_2,uncharacterized protein
NPIL_616961,BMAW01043310.1,AVEN_234978_1,uncharacterized protein
NPIL_616971,BMAW01043310.1,Unknown,hypothetical protein
NPIL_616981,BMAW01043310.1,Unknown,hypothetical protein
NPIL_616991,BMAW01043310.1,AVEN_59588_1,uncharacterized protein
NPIL_617001,BMAW01043310.1,DMN91_010458,reverse transcriptase domain-containing protein
NPIL_61701,BMAW01033493.1,AVEN_79822_1,uncharacterized protein
NPIL_617011,BMAW01107426.1,AVEN_255874_1,uncharacterized protein
NPIL_617021,BMAW01059995.1,SMARCE1,hypothetical protein
NPIL_617031,BMAW01118383.1,Unknown,hypothetical protein
NPIL_617041,BMAW01118383.1,TY3B-I_1364,transposon Ty3-I Gag-Pol polyprotein
NPIL_617051,BMAW01118383.1,Tf2-6_413,transposon Tf2-6 polyprotein
NPIL_617061,BMAW01002991.1,Unknown,hypothetical protein
NPIL_617071,BMAW01082415.1,Unknown,hypothetical protein
NPIL_617081,BMAW01075743.1,AVEN_124258_1,uncharacterized protein
NPIL_617091,BMAW01057792.1,Unknown,hypothetical protein
NPIL_6171,BMAW01053760.1,AVEN_90790_1,CID domain-containing protein
NPIL_617101,BMAW01034246.1,EOP45_14955,HTH_48 domain-containing protein
NPIL_61711,BMAW01033493.1,Unknown,hypothetical protein
NPIL_617111,BMAW01032384.1,Unknown,hypothetical protein
NPIL_617121,BMAW01032384.1,Unknown,hypothetical protein
NPIL_617131,BMAW01032384.1,ZBED5,zinc finger BED domain-containing protein 5
NPIL_617141,BMAW01016494.1,SFRP5,secreted frizzled-related protein 5
NPIL_617151,BMAW01016494.1,Unknown,hypothetical protein
NPIL_617161,BMAW01016494.1,Unknown,hypothetical protein
NPIL_617171,BMAW01071478.1,AVEN_100840_1,integrase_H2C2 domain-containing protein
NPIL_617181,BMAW01071478.1,AVEN_145777_1,uncharacterized protein
NPIL_617191,BMAW01097948.1,Unknown,hypothetical protein
NPIL_617201,BMAW01116636.1,Unknown,hypothetical protein
NPIL_61721,BMAW01033493.1,AIFM1,"apoptosis-inducing factor 1, mitochondrial"
NPIL_617211,BMAW01039201.1,Unknown,hypothetical protein
NPIL_617221,BMAW01018767.1,AVEN_45564_1,uncharacterized protein
NPIL_617231,BMAW01020608.1,NCL1_29456,uncharacterized protein
NPIL_617241,BMAW01048694.1,RyR,ryanodine receptor
NPIL_617251,BMAW01047654.1,Unknown,hypothetical protein
NPIL_617261,BMAW01113796.1,Unknown,hypothetical protein
NPIL_617271,BMAW01005453.1,NCL1_19123,uncharacterized protein
NPIL_617281,BMAW01091761.1,NCL1_34639,uncharacterized protein
NPIL_617291,BMAW01055657.1,Unknown,hypothetical protein
NPIL_617301,BMAW01094508.1,SEC16A,protein transport protein Sec16A
NPIL_617302,BMAW01094508.1,SEC16A,protein transport protein Sec16A
NPIL_617303,BMAW01094508.1,SEC16A,protein transport protein Sec16A
NPIL_61731,BMAW01033493.1,AVEN_111674_1,uncharacterized protein
NPIL_617311,BMAW01094508.1,TY3B-I_1197,transposon Ty3-I Gag-Pol polyprotein
NPIL_617321,BMAW01094508.1,Tf2-6_133,transposon Tf2-6 polyprotein
NPIL_617331,BMAW01094508.1,RP20_CCG002747,integrase catalytic domain-containing protein
NPIL_617341,BMAW01094508.1,AVEN_113473_1,uncharacterized protein
NPIL_617351,BMAW01094508.1,Znf598,e3 ubiquitin-protein ligase ZNF598
NPIL_617361,BMAW01094508.1,Unknown,hypothetical protein
NPIL_617371,BMAW01094508.1,gw,protein Gawky
NPIL_617381,BMAW01094508.1,RF55_21944,mariner transposase
NPIL_617391,BMAW01094508.1,Unknown,hypothetical protein
NPIL_617401,BMAW01094508.1,Gpr107,protein GPR107
NPIL_61741,BMAW01033493.1,ZNF84_30,zinc finger protein 84
NPIL_617411,BMAW01094508.1,Unknown,hypothetical protein
NPIL_617421,BMAW01094508.1,AVEN_26764_1,XK-related protein
NPIL_617431,BMAW01094508.1,Unknown,hypothetical protein
NPIL_617441,BMAW01094508.1,med28,mediator of RNA polymerase II transcription subunit 28
NPIL_617451,BMAW01094508.1,Unknown,guanine nucleotide-binding protein G(o) subunit alpha
NPIL_617461,BMAW01012703.1,NCL1_34909,uncharacterized protein
NPIL_617471,BMAW01012703.1,Unknown,hypothetical protein
NPIL_617481,BMAW01012703.1,RF55_24856,bel12-ag transposon polyprotein
NPIL_617482,BMAW01012703.1,RF55_24856,bel12-ag transposon polyprotein
NPIL_617491,BMAW01012703.1,NCL1_34909,uncharacterized protein
NPIL_617501,BMAW01012703.1,NCL1_34908,uncharacterized protein
NPIL_61751,BMAW01033493.1,AVEN_213316_1,uncharacterized protein
NPIL_617511,BMAW01099623.1,Unknown,hypothetical protein
NPIL_617521,BMAW01099623.1,Unknown,hypothetical protein
NPIL_617531,BMAW01099623.1,Unknown,hypothetical protein
NPIL_617541,BMAW01074184.1,Unknown,hypothetical protein
NPIL_617551,BMAW01040805.1,KAT8,hypothetical protein
NPIL_617561,BMAW01016034.1,Unknown,hypothetical protein
NPIL_617571,BMAW01039593.1,Unknown,hypothetical protein
NPIL_617581,BMAW01025384.1,Cyp4c3,cytochrome P450 4c3
NPIL_617591,BMAW01025384.1,Unknown,hypothetical protein
NPIL_617601,BMAW01025384.1,Cyp4v2,cytochrome P450 4V2
NPIL_61761,BMAW01033493.1,Unknown,clotting factor B
NPIL_617611,BMAW01025384.1,Cyp4c3,cytochrome P450 4c3
NPIL_617621,BMAW01029996.1,AVEN_111649_1,chitin-binding type-4 domain-containing protein
NPIL_617622,BMAW01029996.1,AVEN_111649_1,chitin-binding type-4 domain-containing protein
NPIL_617631,BMAW01029996.1,Unknown,chitin-binding type-4 domain-containing protein
NPIL_617641,BMAW01031895.1,Unknown,hypothetical protein
NPIL_617651,BMAW01031895.1,Unknown,hypothetical protein
NPIL_617661,BMAW01099843.1,AVEN_231787_1,reverse transcriptase domain-containing protein
NPIL_617671,BMAW01040124.1,Unknown,hypothetical protein
NPIL_617681,BMAW01115793.1,Unknown,hypothetical protein
NPIL_617691,BMAW01095175.1,Unknown,hypothetical protein
NPIL_617701,BMAW01095175.1,ORF1_117,nucleic-acid-binding protein from transposon X-element
NPIL_61771,BMAW01033493.1,AVEN_117384_1,uncharacterized protein
NPIL_617711,BMAW01108639.1,Unknown,hypothetical protein
NPIL_617721,BMAW01020579.1,Unknown,hypothetical protein
NPIL_617731,BMAW01020579.1,faah2a_20,fatty-acid amide hydrolase 2-A
NPIL_617741,BMAW01020579.1,Unknown,hypothetical protein
NPIL_617751,BMAW01020579.1,AVEN_224225_1,uncharacterized protein
NPIL_617761,BMAW01020579.1,AVEN_216457_1,uncharacterized protein
NPIL_617771,BMAW01020579.1,AVEN_255_1,uncharacterized protein
NPIL_617781,BMAW01020579.1,Unknown,hypothetical protein
NPIL_617791,BMAW01020579.1,AVEN_117246_1,uncharacterized protein
NPIL_617801,BMAW01020579.1,AVEN_117246_1,uncharacterized protein
NPIL_61781,BMAW01097531.1,Unknown,hypothetical protein
NPIL_617811,BMAW01031517.1,AVEN_127388_1,uncharacterized protein
NPIL_617821,BMAW01107592.1,PO21_2,retrovirus-related Pol polyprotein from type-1 retrotransposable element R2
NPIL_617831,BMAW01089626.1,Unknown,hypothetical protein
NPIL_617841,BMAW01100562.1,LUC7L,putative RNA-binding protein Luc7-like 1
NPIL_617851,BMAW01100562.1,Unknown,hypothetical protein
NPIL_617861,BMAW01100562.1,Hdlbp_3,vigilin
NPIL_617871,BMAW01000323.1,Unknown,hypothetical protein
NPIL_617881,BMAW01040469.1,Vps13_1,vacuolar protein sorting-associated protein 13
NPIL_617891,BMAW01003414.1,Unknown,hypothetical protein
NPIL_617901,BMAW01003414.1,Unknown,hypothetical protein
