# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "8" "-p" "-t" "gene" "-g" "gene_id" "-a" "annotation.gtf" "-o" "counts/temp_counts_gene.txt" "alignments/NPFM1_sorted.bam" "alignments/NPFM2_sorted.bam" "alignments/NPFM3_sorted.bam" "alignments/NPFM4_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	alignments/NPFM1_sorted.bam	alignments/NPFM2_sorted.bam	alignments/NPFM3_sorted.bam	alignments/NPFM4_sorted.bam
NPIL_519931	BMAW01130471.1	1	3006	-	3006	0	21	62	6
NPIL_29921	BMAW01130473.1	9677	14252	-	4576	1	2	1	0
NPIL_29931	BMAW01130473.1	16765	51779	+	35015	0	16	30	0
NPIL_187031	BMAW01130480.1	409	1245	-	837	0	0	0	0
NPIL_187041	BMAW01130480.1	3676	6168	-	2493	0	0	0	0
NPIL_187051	BMAW01130480.1	7434	7700	-	267	0	0	0	0
NPIL_556701	BMAW01130481.1	39952	40227	+	276	0	0	0	0
NPIL_150071	BMAW01130483.1	2436	2872	+	437	0	0	0	0
NPIL_172881	BMAW01130485.1	2847	8525	-	5679	0	0	1	0
NPIL_24341	BMAW01130487.1	1643	1830	-	188	0	0	0	0
NPIL_288741	BMAW01130492.1	1106	3342	+	2237	1	2	14	0
NPIL_288751	BMAW01130492.1	31346	31711	+	366	34	0	0	8
NPIL_288761	BMAW01130492.1	40311	41046	+	736	1	0	0	0
NPIL_288771	BMAW01130492.1	44503	55386	+	10884	0	23	63	2
NPIL_288781	BMAW01130492.1	65622	66806	+	1185	30	0	1	11
NPIL_288791	BMAW01130492.1	82042	82293	+	252	0	0	0	0
NPIL_288801	BMAW01130492.1	82500	93793	+	11294	2	0	14	0
NPIL_288811	BMAW01130492.1	93866	95035	+	1170	334	0	0	86
NPIL_288821	BMAW01130492.1	113214	114362	+	1149	48	0	4	6
NPIL_241211	BMAW01130503.1	401	8640	+	8240	0	6	11	0
NPIL_174541	BMAW01130532.1	223307	223600	+	294	0	0	4	0
NPIL_174551	BMAW01130532.1	498552	498815	-	264	0	0	0	0
NPIL_174561	BMAW01130532.1	506045	506353	+	309	0	0	0	0
NPIL_668021	BMAW01130544.1	2798	3907	-	1110	0	0	0	0
NPIL_157221	BMAW01130547.1	1018	1272	-	255	0	0	0	0
NPIL_221021	BMAW01130558.1	1446	1692	+	247	0	0	0	0
NPIL_428611	BMAW01130562.1	17866	94425	+	76560	1	28	80	7
NPIL_428621	BMAW01130562.1	104935	105826	+	892	0	0	2	0
NPIL_535831	BMAW01130566.1	855	969	+	115	0	0	0	0
NPIL_57811	BMAW01130567.1	20	5225	-	5206	0	0	0	0
NPIL_57821	BMAW01130567.1	14904	20392	-	5489	2	0	0	0
NPIL_57831	BMAW01130567.1	23486	23773	+	288	0	0	0	0
NPIL_57841	BMAW01130567.1	36345	36719	-	375	0	0	0	0
NPIL_159681	BMAW01130568.1	222	575	+	354	0	0	0	0
NPIL_704821	BMAW01130570.1	542	13715	-	13174	0	2	16	0
NPIL_369741	BMAW01130577.1	5662	80413	+	74752	21	178	330	8
NPIL_369751	BMAW01130577.1	103425	131748	-	28324	99	83	146	33
NPIL_369761	BMAW01130577.1	163209	171931	-	8723	0	3	20	101
NPIL_369771	BMAW01130577.1	192440	199689	-	7250	11803	3277	234	10533
NPIL_369782	BMAW01130577.1;BMAW01130577.1;BMAW01130577.1;BMAW01130577.1	213698;229750;242592;243768	213916;229832;242869;243913	+;+;+;+	726	250	111	17	230
NPIL_369781	BMAW01130577.1;BMAW01130577.1;BMAW01130577.1;BMAW01130577.1	215532;229750;242592;243768	215534;229832;242869;243913	+;+;+;+	510	1	6	11	0
NPIL_369791	BMAW01130577.1	256999	267267	-	10269	774	194	86	621
NPIL_369801	BMAW01130577.1	275546	278997	-	3452	0	6	18	0
NPIL_369811	BMAW01130577.1	297230	297541	+	312	0	0	0	0
NPIL_369821	BMAW01130577.1	300558	311714	-	11157	2	11	45	0
NPIL_369831	BMAW01130577.1	341011	351074	-	10064	75	711	213	3
NPIL_270911	BMAW01130579.1	836	1075	-	240	0	1	6	0
NPIL_260251	BMAW01130599.1	265	1499	-	1235	0	0	1	0
NPIL_260261	BMAW01130599.1	8836	10399	-	1564	0	0	0	0
NPIL_260271	BMAW01130599.1	18872	22784	-	3913	0	0	0	0
NPIL_691511	BMAW01130600.1	74796	78608	+	3813	1	4	3	4
NPIL_691521	BMAW01130600.1	86753	87061	-	309	0	0	1	0
NPIL_686441	BMAW01130601.1	48758	49141	-	384	0	0	0	0
NPIL_686451	BMAW01130601.1	82906	85886	+	2981	0	4	4	0
NPIL_686461	BMAW01130601.1	163187	163867	+	681	0	0	0	0
NPIL_424551	BMAW01130607.1	2	2544	+	2543	0	0	0	0
NPIL_501861	BMAW01130610.1	2492	4357	+	1866	0	0	6	0
NPIL_507101	BMAW01130657.1	17871	19452	+	1582	0	0	2	0
NPIL_507111	BMAW01130657.1	172052	172279	-	228	0	0	0	0
NPIL_507121	BMAW01130657.1	190804	195503	-	4700	0	2	13	0
NPIL_507131	BMAW01130657.1	389940	390188	-	249	0	0	0	0
NPIL_507141	BMAW01130657.1	398713	404008	-	5296	0	4	10	0
NPIL_507151	BMAW01130657.1	432546	432806	+	261	0	0	0	0
NPIL_507161	BMAW01130657.1	469715	485062	+	15348	0	27	77	0
NPIL_507171	BMAW01130657.1	493544	501064	-	7521	0	0	0	0
NPIL_507181	BMAW01130657.1	525978	526283	-	306	0	0	3	0
NPIL_209141	BMAW01130660.1	9957	10199	-	243	0	2	0	0
NPIL_360441	BMAW01130662.1	8817	10325	-	1509	0	4	0	0
NPIL_360451	BMAW01130662.1	31649	33529	-	1881	0	0	0	0
NPIL_360461	BMAW01130662.1;BMAW01130662.1;BMAW01130662.1;BMAW01130662.1;BMAW01130662.1;BMAW01130662.1;BMAW01130662.1;BMAW01130662.1;BMAW01130662.1;BMAW01130662.1;BMAW01130662.1;BMAW01130662.1;BMAW01130662.1;BMAW01130662.1;BMAW01130662.1;BMAW01130662.1;BMAW01130662.1;BMAW01130662.1;BMAW01130662.1;BMAW01130662.1;BMAW01130662.1;BMAW01130662.1;BMAW01130662.1;BMAW01130662.1;BMAW01130662.1	43487;44536;45609;47432;50173;52176;53480;53751;54686;54909;58826;69333;70378;74972;76797;79328;80946;82894;84184;86388;88261;89804;108205;148171;210967	43562;44590;45663;47573;50325;52354;53605;53848;54832;55045;58917;69477;70456;75057;76909;79406;81013;82970;84329;86571;88498;89922;108265;148317;211089	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2925	0	0	0	0
NPIL_360462	BMAW01130662.1;BMAW01130662.1;BMAW01130662.1;BMAW01130662.1;BMAW01130662.1;BMAW01130662.1;BMAW01130662.1;BMAW01130662.1;BMAW01130662.1;BMAW01130662.1;BMAW01130662.1;BMAW01130662.1;BMAW01130662.1;BMAW01130662.1;BMAW01130662.1;BMAW01130662.1;BMAW01130662.1;BMAW01130662.1;BMAW01130662.1;BMAW01130662.1;BMAW01130662.1;BMAW01130662.1;BMAW01130662.1;BMAW01130662.1;BMAW01130662.1;BMAW01130662.1	43487;44536;45609;47432;50173;52176;53480;53751;54686;54909;58826;69333;70378;74972;76797;79328;80946;82894;84184;86388;88261;89804;108205;132076;148171;210967	43562;44590;45663;47573;50325;52354;53605;53848;54832;55045;58917;69477;70456;75057;76909;79406;81013;82970;84329;86571;88498;89922;108265;132153;148317;211089	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3003	0	0	2	0
NPIL_360471	BMAW01130662.1	179356	179637	-	282	0	0	4	0
NPIL_360481	BMAW01130662.1	283956	311557	-	27602	3	1	15	0
NPIL_360491	BMAW01130662.1	351561	352374	+	814	2	12	9	0
NPIL_360501	BMAW01130662.1	353208	353573	+	366	0	0	2	0
NPIL_254461	BMAW01130668.1	26956	27255	-	300	0	0	0	0
NPIL_254471	BMAW01130668.1	55755	56150	+	396	0	0	0	0
NPIL_339291	BMAW01130679.1	3333	3617	-	285	0	0	1	0
NPIL_339301	BMAW01130679.1	99503	187790	+	88288	0	141	363	20
NPIL_339311	BMAW01130679.1	191095	214382	+	23288	0	16	28	4
NPIL_377991	BMAW01130685.1	5300	13822	+	8523	13	3	1	3
NPIL_231621	BMAW01130687.1	83	358	-	276	0	0	0	0
NPIL_434851	BMAW01130694.1	302	11796	+	11495	2	32	62	2
NPIL_434861	BMAW01130694.1	56021	56461	-	441	0	0	1	0
NPIL_434871	BMAW01130694.1	57376	57657	-	282	0	0	0	0
NPIL_434881	BMAW01130694.1	90136	133025	+	42890	44	86	128	151
NPIL_434891	BMAW01130694.1	137642	139135	-	1494	0	0	3	0
NPIL_434901	BMAW01130694.1	163045	174385	-	11341	233	238	100	365
NPIL_434911	BMAW01130694.1	180046	180300	-	255	0	0	6	0
NPIL_434921	BMAW01130694.1	180324	183509	-	3186	0	0	6	0
NPIL_434931	BMAW01130694.1	185254	205064	-	19811	170	99	132	460
NPIL_434941	BMAW01130694.1	205981	206403	-	423	0	0	0	0
NPIL_434951	BMAW01130694.1	206434	216937	-	10504	30	40	95	9
NPIL_434961	BMAW01130694.1	218461	220953	+	2493	4	0	0	2
NPIL_434971	BMAW01130694.1	237749	238204	+	456	0	0	0	0
NPIL_434981	BMAW01130694.1	238398	241711	+	3314	0	0	10	1
NPIL_434991	BMAW01130694.1	254024	254293	-	270	0	0	0	0
NPIL_435001	BMAW01130694.1	265172	303272	+	38101	781	274	255	172
NPIL_435011	BMAW01130694.1	327135	361998	-	34864	78	80	150	107
NPIL_435021	BMAW01130694.1	421076	437584	-	16509	238	45	35	70
NPIL_435031	BMAW01130694.1	446847	447350	-	504	0	0	0	0
NPIL_435041	BMAW01130694.1	473768	474031	-	264	0	2	0	0
NPIL_435051	BMAW01130694.1	486142	533957	+	47816	1966	708	289	1088
NPIL_435061	BMAW01130694.1	537842	538408	-	567	152	199	21	419
NPIL_435071	BMAW01130694.1	547731	548069	-	339	0	18	24	0
NPIL_435081	BMAW01130694.1	573345	574106	+	762	0	0	5	0
NPIL_435091	BMAW01130694.1	575259	576788	-	1530	0	0	7	0
NPIL_435101	BMAW01130694.1	577063	577560	+	498	0	4	8	0
NPIL_435111	BMAW01130694.1	580590	582772	+	2183	2	2	2	2
NPIL_594921	BMAW01130698.1	590	8412	-	7823	1	4	10	4
NPIL_678671	BMAW01130704.1	1	796	-	796	0	0	0	0
NPIL_232461	BMAW01130707.1	2198	2272	-	75	0	0	0	0
NPIL_644451	BMAW01130712.1	1008	5114	+	4107	0	0	12	0
NPIL_392611	BMAW01130718.1	954	1376	+	423	0	0	0	0
NPIL_453781	BMAW01130721.1	3623	7348	+	3726	0	4	22	0
NPIL_673971	BMAW01130724.1	3035	3235	+	201	0	0	0	0
NPIL_673981	BMAW01130724.1	3896	4114	+	219	0	0	0	0
NPIL_340751	BMAW01130732.1	8876	29633	+	20758	0	0	22	0
NPIL_314761	BMAW01130740.1	28539	30555	+	2017	0	0	0	0
NPIL_314771	BMAW01130740.1	40278	41444	+	1167	0	0	0	0
NPIL_82205	BMAW01130750.1	1	72	-	72	0	0	2	1
NPIL_82204	BMAW01130750.1	1137	1218	-	82	0	0	0	0
NPIL_82203	BMAW01130750.1	1700	1771	-	72	0	0	0	0
NPIL_243581	BMAW01130750.1	3625	3879	+	255	0	0	26	0
NPIL_82202	BMAW01130750.1	3728	3809	-	82	0	0	0	0
NPIL_305831	BMAW01130751.1	96	4503	+	4408	0	0	0	0
NPIL_626271	BMAW01130754.1	7559	7846	+	288	0	1	0	0
NPIL_217581	BMAW01130760.1	22	240	-	219	0	0	2	0
NPIL_119691	BMAW01130765.1	27126	46596	-	19471	2	14	26	0
NPIL_605481	BMAW01130769.1	4329	4706	+	378	0	0	0	0
NPIL_605491	BMAW01130769.1	9009	9501	-	493	0	0	0	0
NPIL_605501	BMAW01130769.1	12865	41559	+	28695	26	10	8	10
NPIL_660631	BMAW01130773.1	2199	2564	+	366	0	0	0	0
NPIL_80200	BMAW01130783.1	61593	61685	+	93	0	0	0	0
NPIL_387031	BMAW01130785.1	4233	4564	+	332	0	0	2	0
NPIL_74581	BMAW01130787.1	220	4929	+	4710	2	14	13	0
NPIL_74591	BMAW01130787.1	9294	17867	+	8574	0	0	8	0
NPIL_523021	BMAW01130789.1	13868	24530	+	10663	0	0	4	0
NPIL_198161	BMAW01130793.1	5914	11578	-	5665	0	0	0	0
NPIL_198171	BMAW01130793.1	41421	41711	-	291	0	0	0	0
NPIL_678011	BMAW01130798.1	1033	6691	+	5659	0	25	44	6
NPIL_678021	BMAW01130798.1	8179	12976	-	4798	30	7	22	45
NPIL_200091	BMAW01130809.1	325	3852	-	3528	0	0	0	0
NPIL_429801	BMAW01130813.1	2007	2152	+	146	0	0	0	0
NPIL_605091	BMAW01130824.1	12609	13013	+	405	0	0	4	0
NPIL_93241	BMAW01130831.1	3610	7524	+	3915	2	0	2	2
NPIL_142251	BMAW01130835.1	579	3112	+	2534	0	0	0	0
NPIL_468841	BMAW01130853.1	1544	1810	+	267	0	0	0	0
NPIL_468851	BMAW01130853.1	7566	7871	-	306	0	0	0	0
NPIL_353131	BMAW01130859.1	2	707	+	706	0	0	0	0
NPIL_353141	BMAW01130859.1	764	1024	-	261	0	0	0	0
NPIL_353151	BMAW01130859.1	1065	1565	+	501	0	0	0	0
NPIL_343851	BMAW01130865.1	1072	3483	-	2412	9	2	15	0
NPIL_18141	BMAW01130870.1	1741	3687	-	1947	0	1	3	0
NPIL_18151	BMAW01130870.1	6337	22443	-	16107	0	4	46	6
NPIL_18161	BMAW01130870.1	23009	23290	+	282	0	0	6	0
NPIL_18171	BMAW01130870.1	33491	34827	+	1337	0	0	0	0
NPIL_18181	BMAW01130870.1	38820	39113	+	294	0	0	2	0
NPIL_578591	BMAW01130872.1	2141	2329	+	189	0	0	0	0
NPIL_563461	BMAW01130874.1	4062	4629	+	568	0	0	0	0
NPIL_581451	BMAW01130882.1	483	1137	+	655	0	0	0	0
NPIL_641961	BMAW01130896.1	2	106	+	105	0	0	0	0
NPIL_535501	BMAW01130897.1	5445	13266	+	7822	0	26	73	1
NPIL_263471	BMAW01130898.1	192	716	-	525	0	0	0	0
NPIL_42641	BMAW01130907.1	5445	8968	-	3524	0	0	19	0
NPIL_347961	BMAW01130908.1	4451	4903	-	453	0	0	0	0
NPIL_194241	BMAW01130912.1	406	835	+	430	0	0	0	0
NPIL_82206	BMAW01130915.1;BMAW01130915.1	247;518	283;549	+;+	69	0	0	0	0
NPIL_380381	BMAW01130924.1	20622	21725	-	1104	0	32	0	16
NPIL_311351	BMAW01130926.1	2	241	+	240	0	0	0	2
NPIL_82207	BMAW01130926.1	1254	1325	-	72	0	0	0	0
NPIL_528581	BMAW01130933.1	1715	4053	-	2339	0	0	3	0
NPIL_192341	BMAW01130938.1	187	1144	+	958	434	70	23	38
NPIL_172311	BMAW01130939.1	5558	5884	+	327	0	0	0	0
NPIL_601241	BMAW01130941.1	14417	25116	-	10700	9	6	40	12
NPIL_601251	BMAW01130941.1	57128	57562	+	435	0	0	2	0
NPIL_601261	BMAW01130941.1	68230	68613	+	384	0	0	4	0
NPIL_601271	BMAW01130941.1	89955	100081	+	10127	56	45	77	19
NPIL_601281	BMAW01130941.1	121665	122059	-	395	0	0	2	0
NPIL_601291	BMAW01130941.1	134864	186341	-	51478	1	27	147	16
NPIL_601301	BMAW01130941.1	189071	202949	-	13879	4	4	35	0
NPIL_601311	BMAW01130941.1	220197	250497	-	30301	4	10	57	2
NPIL_601321	BMAW01130941.1	255883	258830	-	2948	0	4	0	0
NPIL_601331	BMAW01130941.1	262951	265564	+	2614	0	0	3	0
NPIL_601341	BMAW01130941.1	274964	275215	-	252	12	0	1	0
NPIL_601351	BMAW01130941.1	307254	349405	-	42152	15	64	278	9
NPIL_601361	BMAW01130941.1	350555	350980	-	426	0	0	2	0
NPIL_601371	BMAW01130941.1	354977	404157	-	49181	3	70	228	4
NPIL_601381	BMAW01130941.1	405057	405659	+	603	0	0	0	0
NPIL_601391	BMAW01130941.1	408652	409221	+	570	0	0	0	0
NPIL_601401	BMAW01130941.1	409971	410798	+	828	0	0	2	0
NPIL_601411	BMAW01130941.1	413374	420283	-	6910	0	8	22	0
NPIL_601421	BMAW01130941.1	420373	420828	-	456	0	0	0	0
NPIL_601431	BMAW01130941.1	421073	421474	-	402	0	0	0	0
NPIL_601441	BMAW01130941.1	422580	436317	-	13738	2	38	89	2
NPIL_601451	BMAW01130941.1	446663	482706	-	36044	0	28	133	5
NPIL_601461	BMAW01130941.1	499507	500013	-	507	12	0	6	2
NPIL_601471	BMAW01130941.1	501503	510360	-	8858	4	7	47	0
NPIL_601481	BMAW01130941.1	523070	523363	-	294	0	0	1	0
NPIL_601491	BMAW01130941.1	523379	523693	+	315	0	0	6	0
NPIL_601501	BMAW01130941.1	523931	525047	+	1117	0	0	0	0
NPIL_601511	BMAW01130941.1	555521	555724	+	204	0	0	2	0
NPIL_136351	BMAW01130958.1	5524	6320	-	797	0	0	8	0
NPIL_136361	BMAW01130958.1	19680	20939	-	1260	0	0	0	0
NPIL_136371	BMAW01130958.1	33479	45534	+	12056	3	65	117	2
NPIL_136381	BMAW01130958.1	66992	77403	-	10412	130	36	100	93
NPIL_136391	BMAW01130958.1	85011	85334	+	324	1	0	0	0
NPIL_136401	BMAW01130958.1	128453	128803	+	351	2	0	1	2
NPIL_136411	BMAW01130958.1	141522	145256	-	3735	2	31	25	4
NPIL_136421	BMAW01130958.1;BMAW01130958.1;BMAW01130958.1;BMAW01130958.1;BMAW01130958.1	147295;164648;166762;167044;167390	157386;164886;166929;167272;169212	+;+;+;+;+	12551	64	54	70	19
NPIL_136422	BMAW01130958.1;BMAW01130958.1;BMAW01130958.1;BMAW01130958.1;BMAW01130958.1	161564;164648;166762;167044;167390	161783;164886;166929;167272;169212	+;+;+;+;+	2679	0	0	0	0
NPIL_136431	BMAW01130958.1	204867	208535	+	3669	0	0	2	0
NPIL_632371	BMAW01130959.1	15241	15522	-	282	0	0	0	0
NPIL_632381	BMAW01130959.1	15610	22027	+	6418	0	0	10	0
NPIL_5891	BMAW01130963.1	46580	48425	-	1846	0	0	2	0
NPIL_5901	BMAW01130963.1	133001	135584	-	2584	0	0	6	0
NPIL_5911	BMAW01130963.1	135623	135919	-	297	0	0	0	0
NPIL_5922	BMAW01130963.1;BMAW01130963.1;BMAW01130963.1;BMAW01130963.1;BMAW01130963.1;BMAW01130963.1;BMAW01130963.1;BMAW01130963.1;BMAW01130963.1;BMAW01130963.1;BMAW01130963.1;BMAW01130963.1;BMAW01130963.1	160403;163532;163680;167747;172661;172819;173870;180703;180861;185299;187356;193397;194605	160471;163591;163779;167867;172741;172952;173933;180783;180994;185441;187554;193524;194793	+;+;+;+;+;+;+;+;+;+;+;+;+	1503	5	18	0	130
NPIL_5921	BMAW01130963.1;BMAW01130963.1;BMAW01130963.1;BMAW01130963.1;BMAW01130963.1;BMAW01130963.1;BMAW01130963.1;BMAW01130963.1;BMAW01130963.1;BMAW01130963.1	160403;163532;163680;167747;172661;172819;185299;187356;193397;194605	160471;163591;163779;167867;172741;172952;185441;187554;193524;194793	+;+;+;+;+;+;+;+;+;+	1224	0	0	0	0
NPIL_51041	BMAW01130964.1	8084	16186	-	8103	29	312	296	8
NPIL_120511	BMAW01130966.1	6017	21589	+	15573	33	19	55	0
NPIL_189181	BMAW01130970.1	5666	6088	+	423	0	0	2	0
NPIL_82208	BMAW01130973.1	68	141	+	74	0	0	4	0
NPIL_586911	BMAW01130979.1	18621	21469	+	2849	0	22	20	0
NPIL_586921	BMAW01130979.1	30343	30609	-	267	0	0	8	0
NPIL_537521	BMAW01130995.1	113066	116336	-	3271	2	0	2	0
NPIL_253341	BMAW01130997.1	3502	8469	-	4968	0	2	8	1
NPIL_37981	BMAW01131000.1	186	716	-	531	0	0	11	0
NPIL_347531	BMAW01131001.1	21862	22086	-	225	0	4	0	0
NPIL_533391	BMAW01131002.1	404	673	-	270	0	0	2	0
NPIL_52971	BMAW01131003.1	9185	9946	-	762	0	0	1	0
NPIL_52981	BMAW01131003.1	98872	99138	+	267	0	0	0	0
NPIL_127911	BMAW01131010.1	23258	32186	-	8929	0	9	50	4
NPIL_127921	BMAW01131010.1	114466	119471	-	5006	24	10	3	6
NPIL_127931	BMAW01131010.1	134739	154291	+	19553	215	63	129	17
NPIL_127941	BMAW01131010.1	160210	161063	-	854	0	0	2	0
NPIL_127951	BMAW01131010.1	174187	174561	+	375	0	0	1	0
NPIL_127961	BMAW01131010.1	174608	187122	+	12515	947	1657	51	6
NPIL_127971	BMAW01131010.1	202252	234667	-	32416	135	206	186	30
NPIL_127981	BMAW01131010.1	234757	237136	-	2380	0	2	2	1
NPIL_127991	BMAW01131010.1	278200	291750	-	13551	22	8	19	25
NPIL_128001	BMAW01131010.1	292577	297511	+	4935	88	26	9	62
NPIL_128012	BMAW01131010.1;BMAW01131010.1;BMAW01131010.1;BMAW01131010.1;BMAW01131010.1;BMAW01131010.1;BMAW01131010.1;BMAW01131010.1;BMAW01131010.1;BMAW01131010.1;BMAW01131010.1;BMAW01131010.1;BMAW01131010.1;BMAW01131010.1;BMAW01131010.1;BMAW01131010.1	300829;302585;303067;305816;308079;310095;312733;314009;316283;318446;318692;320294;320621;324086;324965;332527	300869;302644;303157;305961;308300;310314;312908;314218;316441;318601;318835;320404;320794;324229;325114;332605	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2283	0	0	0	0
NPIL_128011	BMAW01131010.1;BMAW01131010.1;BMAW01131010.1;BMAW01131010.1;BMAW01131010.1;BMAW01131010.1;BMAW01131010.1;BMAW01131010.1;BMAW01131010.1;BMAW01131010.1;BMAW01131010.1;BMAW01131010.1;BMAW01131010.1;BMAW01131010.1;BMAW01131010.1;BMAW01131010.1	300829;302585;303067;305816;308079;310095;312721;314009;316283;318446;318692;320294;320621;324086;324965;332527	300869;302644;303157;305961;308300;310314;312908;314218;316441;318601;318835;320404;320794;324229;325114;332605	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2295	0	0	0	0
NPIL_128021	BMAW01131010.1	443548	444627	+	1080	4	0	4	10
NPIL_128031	BMAW01131010.1	458390	459058	-	669	2	0	0	5
NPIL_128042	BMAW01131010.1;BMAW01131010.1;BMAW01131010.1;BMAW01131010.1;BMAW01131010.1;BMAW01131010.1;BMAW01131010.1	487326;491928;493207;495036;498095;500542;502325	487501;492106;493361;495154;498565;500717;502431	-;-;-;-;-;-;-	1383	0	0	0	0
NPIL_128041	BMAW01131010.1;BMAW01131010.1;BMAW01131010.1;BMAW01131010.1;BMAW01131010.1;BMAW01131010.1;BMAW01131010.1	487326;491928;493207;495036;498095;500542;502325	487501;492106;493361;495157;498565;500717;502431	-;-;-;-;-;-;-	1386	0	0	0	0
NPIL_128051	BMAW01131010.1	502944	532843	+	29900	35	104	163	47
NPIL_597951	BMAW01131021.1	6225	8432	-	2208	0	0	0	0
NPIL_597961	BMAW01131021.1	8589	8912	-	324	0	0	0	0
NPIL_675721	BMAW01131024.1	18284	137677	+	119394	9	128	356	14
NPIL_675731	BMAW01131024.1	139652	158027	-	18376	1767	982	201	2832
NPIL_248841	BMAW01131031.1	19883	29558	+	9676	11	7	45	39
NPIL_248851	BMAW01131031.1	87054	88305	-	1252	0	0	0	0
NPIL_248861	BMAW01131031.1	104345	116181	-	11837	0	4	10	0
NPIL_82209	BMAW01131031.1	140145	140218	+	74	0	0	0	0
NPIL_82210	BMAW01131031.1	141036	141113	+	78	0	0	1	0
NPIL_248871	BMAW01131031.1	149196	156826	+	7631	0	7	12	0
NPIL_674211	BMAW01131032.1	751	1166	+	416	0	0	0	0
NPIL_674221	BMAW01131032.1	1385	1783	-	399	0	0	0	0
NPIL_82211_1	BMAW01131043.1	7374	7446	+	73	0	0	0	0
NPIL_82212	BMAW01131043.1	7966	8038	+	73	0	0	0	0
NPIL_541031	BMAW01131050.1	61	1490	+	1430	0	0	6	0
NPIL_670551	BMAW01131060.1	13006	18200	-	5195	0	0	0	0
NPIL_670561	BMAW01131060.1	19052	29393	-	10342	0	0	0	0
NPIL_82213	BMAW01131078.1	2506	2579	-	74	0	0	0	0
NPIL_134351	BMAW01131079.1	2578	2862	+	285	0	0	3	6
NPIL_444071	BMAW01131086.1	2992	8284	-	5293	0	0	1	0
NPIL_502961	BMAW01131088.1	849	969	-	121	0	0	0	0
NPIL_278971	BMAW01131097.1	901	1302	+	402	0	0	0	0
NPIL_697171	BMAW01131100.1	3316	3906	-	591	1	0	0	0
NPIL_627931	BMAW01131101.1	2077	2309	-	233	0	0	0	0
NPIL_457371	BMAW01131102.1	1	22770	-	22770	15	23	79	18
NPIL_457381	BMAW01131102.1	23844	27161	+	3318	29	10	1	6
NPIL_457391	BMAW01131102.1	127460	163253	+	35794	131	97	156	49
NPIL_457401	BMAW01131102.1	185438	185710	-	273	0	0	0	0
NPIL_457411	BMAW01131102.1	209901	210602	-	702	0	0	0	0
NPIL_457421	BMAW01131102.1	301424	301762	+	339	0	0	1	0
NPIL_457431	BMAW01131102.1	421357	425755	-	4399	233	118	77	31
NPIL_457441	BMAW01131102.1	529007	529863	-	857	20	21	19	2
NPIL_278181	BMAW01131103.1	836	1180	-	345	0	0	0	0
NPIL_120361	BMAW01131109.1	408	941	-	534	0	0	4	0
NPIL_267991	BMAW01131114.1	2	2179	+	2178	0	0	0	0
NPIL_268001	BMAW01131114.1	3607	4221	-	615	0	0	0	0
NPIL_268011	BMAW01131114.1	5381	5877	+	497	0	0	0	0
NPIL_268021	BMAW01131114.1	5905	7679	+	1775	0	0	0	0
NPIL_268031	BMAW01131114.1	8674	9189	+	516	0	0	0	0
NPIL_268041	BMAW01131114.1	9343	9633	+	291	0	0	0	0
NPIL_268051	BMAW01131114.1	9715	10236	+	522	0	0	0	0
NPIL_268061	BMAW01131114.1	10283	15085	-	4803	0	0	0	0
NPIL_268071	BMAW01131114.1	15219	15467	-	249	0	0	0	0
NPIL_268081	BMAW01131114.1	15560	15865	+	306	0	0	0	0
NPIL_444731	BMAW01131115.1	158	1791	-	1634	0	5	24	0
NPIL_114501	BMAW01131123.1	76597	77103	-	507	0	0	1	0
NPIL_114511	BMAW01131123.1	77143	79691	-	2549	0	0	3	0
NPIL_114521	BMAW01131123.1	79727	80482	-	756	0	0	0	0
NPIL_271411	BMAW01131129.1	728	861	+	134	0	0	0	0
NPIL_663731	BMAW01131132.1	4541	4777	+	237	0	0	0	0
NPIL_663741	BMAW01131132.1	5220	5663	+	444	0	0	0	0
NPIL_663751	BMAW01131132.1	5776	6624	-	849	0	0	0	0
NPIL_663761	BMAW01131132.1	11428	15034	-	3607	0	1	10	0
NPIL_663771	BMAW01131132.1	20485	20994	-	510	0	0	0	0
NPIL_663781	BMAW01131132.1	113097	113477	-	381	0	2	14	0
NPIL_82214	BMAW01131132.1	159153	159225	-	73	0	0	0	0
NPIL_663791	BMAW01131132.1	165219	165494	+	276	0	0	2	0
NPIL_663801	BMAW01131132.1	168639	168923	-	285	2	0	0	0
NPIL_663811	BMAW01131132.1	170404	170649	-	246	0	0	2	0
NPIL_663821	BMAW01131132.1	203113	267836	-	64724	541	351	361	199
NPIL_663831	BMAW01131132.1	302733	303056	+	324	0	0	0	0
NPIL_569521	BMAW01131133.1	45469	102043	+	56575	127	91	128	44
NPIL_569531	BMAW01131133.1	134814	135128	+	315	0	0	0	0
NPIL_569541	BMAW01131133.1	169523	182441	+	12919	264	205	134	478
NPIL_569551	BMAW01131133.1	183092	257594	-	74503	350	244	334	523
NPIL_569561	BMAW01131133.1	271867	347440	-	75574	52	227	447	60
