Gene ID,protein_id,Preferred_Name,Pfam_Domains,sseqid,pident,evalue,bitscore,NPFM1,NPFM2,NPFM3,NPFM4,Protein Description
,GFU34761.1,,"I-set,Ig_3,fn3,ig",126957.SMAR004313-PA,32.5,4.3400000000000005e-64,232.0,,,,,titin [Nephila pilipes]
,GFU34762.1,,Sulfatase,7070.TC007349-PA,43.6,7.68e-154,459.0,,,,,arylsulfatase B [Nephila pilipes]
,GFU34763.1,,DUF4817,6087.XP_004208604.1,31.2,5.7e-07,55.1,,,,,DUF4817 domain-containing protein [Nephila pilipes]
,GFU34765.1,,Ig_3,126957.SMAR012326-PA,34.7,9.03e-82,283.0,,,,,titin [Nephila pilipes]
,GFU34766.1,,DUF4817,7029.ACYPI29505-PA,38.9,6.720000000000001e-43,155.0,,,,,t-complex protein 1 subunit delta [Nephila pilipes]
,GFU34768.1,,"I-set,Ig_3,fn3",126957.SMAR011182-PA,39.0,3e-44,169.0,,,,,titin [Nephila pilipes]
,GFU34769.1,107365959,Acyl_transf_3,32264.tetur16g03010.1,26.1,6.23e-41,164.0,,,,,nose resistant to fluoxetine protein 6 [Nephila pilipes]
,GFU34771.1,,"I-set,Ig_3,fn3",126957.SMAR011182-PA,32.8,4.4e-69,253.0,,,,,titin [Nephila pilipes]
,GFU34773.1,,"I-set,Ig_3,fn3",126957.SMAR009342-PA,34.6,6.12e-55,207.0,,,,,titin [Nephila pilipes]
,GFU34775.1,,"Ig_3,fn3",32264.tetur04g02800.1,37.2,3.74e-11,67.0,,,,,ig-like domain-containing protein [Nephila pilipes]
,GFU34777.1,G5I_06473,"I-set,fn3",103372.F4WL49,39.6,3.35e-15,79.3,,,,,titin [Nephila pilipes]
,GFU34780.1,,I-set,126957.SMAR013782-PA,42.2,3.66e-15,78.2,,,,,ig-like domain-containing protein [Nephila pilipes]
,GFU34784.1,EPHX1,EHN,9365.XP_007526635.1,53.8,1.41e-163,476.0,,,,,epoxide hydrolase 1 [Nephila pilipes]
,GFU34800.1,,NMD3,126957.SMAR004504-PA,58.6,1.41e-20,85.9,,,,,"60S ribosomal export protein NMD3, partial [Nephila pilipes]"
,GFU34811.1,EFV51156,"DDE_Tnp_1_7,Peptidase_A17",6334.EFV51156,43.5,3.44e-22,99.4,,,,,putative piggybac transposable element-derived [Nephila pilipes]
NPIL_22441,GFU34821.1,,MULE,7029.ACYPI35419-PA,46.0,1.31e-110,351.0,0.0,0.0,0.0,0.0,uncharacterized protein NPIL_22441 [Nephila pilipes]
"NPIL_543781,",GFU34851.1,,RVT_1,7070.TC001735-PA,25.6,8.27e-17,88.2,,,,,"uncharacterized protein NPIL_543781, partial [Nephila pilipes]"
,GFU34854.1,,"CUT,Homeobox",126957.SMAR001184-PA,48.5,3.57e-15,79.3,,,,,"homeobox protein cut-like, partial [Nephila pilipes]"
,GFU34881.1,,Forkhead,126957.SMAR012465-PA,65.5,7.55e-61,214.0,,,,,forkhead box protein C1 [Nephila pilipes]
,GFU34893.1,FOXL1,Forkhead,9544.ENSMMUP00000025620,77.4,2.1999999999999997e-52,177.0,,,,,forkhead box protein L1 [Nephila pilipes]
,GFU34897.1,G5I_04210,HTH_24,103372.F4WF04,46.7,1.36e-29,115.0,,,,,HTH_48 domain-containing protein [Nephila pilipes]
,GFU34902.1,GstD6,RVT_1,7029.ACYPI34646-PA,33.3,2.28e-09,62.8,,,,,putative RNA-directed DNA polymerase from transposon X-element [Nephila pilipes]
,GFU34904.1,,AAA,126957.SMAR005648-PA,82.8,6.53e-105,316.0,,,,,26S proteasome regulatory subunit 6A [Nephila pilipes]
,GFU34920.1,LOC726241,"OST-HTH,TUDOR",7460.GB54592-PA,25.2,8.88e-69,260.0,,,,,tudor domain-containing protein 7 [Nephila pilipes]
,GFU34922.1,L798_07487,Pkinase,136037.KDR18363,73.2,2.56e-203,588.0,,,,,dual specificity tyrosine-phosphorylation-regulated kinase 2 [Nephila pilipes]
,GFU34936.1,capu,FH2,7070.TC012258-PA,43.8,2.51e-34,135.0,,,,,"formin-2, partial [Nephila pilipes]"
,GFU34945.1,T01_3078,DUF1758,6334.EFV48333,28.9,2.4e-13,79.0,,,,,"DUF1758 domain-containing protein, partial [Nephila pilipes]"
,GFU34970.1,hisS,"HGTP_anticodon,tRNA-synt_His",163164.WD_1076,96.9,3.21e-82,253.0,,,,,"histidine--tRNA ligase, partial [Nephila pilipes]"
,GFU34972.1,Wbm0413,"Nfu_N,NifU",292805.Wbm0413,89.5,3.07e-122,350.0,,,,,"NFU1 iron-sulfur cluster scaffold homolog, mitochondrial [Nephila pilipes]"
,GFU34974.1,petB,"Cytochrom_B_C,Cytochrome_B",163164.WD_1071,85.4,6.1e-203,572.0,,,,,cytochrome b [Nephila pilipes]
NPIL_345701,GFU34976.1,Metal_0008,"DDE_Tnp_1,DUF4096",686340.Metal_0008,46.6,6.21e-53,178.0,1.07486090758979,1.62257244254825,6.91575698878272,0.62704840053377,hypothetical protein NPIL_345701 [Nephila pilipes]
,GFU34978.1,lgt,LGT,163164.WD_0768,96.2,7.71e-184,511.0,,,,,phosphatidylglycerol--prolipoprotein diacylglyceryl transferase [Nephila pilipes]
,GFU34980.1,smpB,SmpB,163164.WD_0767,96.6,5.3e-94,275.0,,,,,ssrA-binding protein [Nephila pilipes]
,GFU34992.1,,"DUF1759,Peptidase_A17",7425.NV18936-PA,54.3,2.84e-19,90.9,,,,,integrase catalytic domain-containing protein [Nephila pilipes]
,GFU34994.1,,"DUF1759,Peptidase_A17,rve",7425.NV17816-PA,29.7,5.01e-64,231.0,,,,,"DUF1758 domain-containing protein, partial [Nephila pilipes]"
,GFU35003.1,PRSS56,Trypsin,7897.ENSLACP00000017718,29.3,1.02e-10,70.5,,,,,"transmembrane protease serine 9, partial [Nephila pilipes]"
,GFU35009.1,,"SPRY,zf-C3HC4_3",126957.SMAR000303-PA,60.9,2.83e-233,659.0,,,,,RING finger and SPRY domain-containing protein 1 [Nephila pilipes]
,GFU35013.1,,"DUF1736,TPR_2,TPR_8",7739.XP_002607801.1,60.9,3.2200000000000003e-21,93.6,,,,,"protein O-mannosyl-transferase Tmtc3, partial [Nephila pilipes]"
,GFU35014.1,,"FERM_C,FERM_M,FERM_N,zf-C3HC4_3",7739.XP_002612438.1,43.0,4.14e-130,393.0,,,,,e3 ubiquitin-protein ligase MYLIP [Nephila pilipes]
,GFU35015.1,GAS8,GAS,9612.ENSCAFP00000029319,40.4,8.579999999999999e-54,193.0,,,,,dynein regulatory complex subunit 4 [Nephila pilipes]
,GFU35016.1,GAS8,GAS,9612.ENSCAFP00000029319,40.4,3.96e-54,193.0,,,,,dynein regulatory complex subunit 4 [Nephila pilipes]
NPIL_276781,GFU35018.1,,"Helitron_like_N,PIF1",7029.ACYPI36505-PA,62.7,1.5700000000000001e-26,108.0,0.0,0.0,0.0,0.0,uncharacterized protein NPIL_276781 [Nephila pilipes]
,GFU35019.1,chtop,FoP_duplication,7994.ENSAMXP00000017800,40.2,1.77e-15,80.9,,,,,foP_duplication domain-containing protein [Nephila pilipes]
NPIL_276791,GFU35020.1,,"Helitron_like_N,PIF1",69319.XP_008549021.1,39.9,5.1999999999999994e-23,102.0,0.0,1.00283490224191,2.49088556482567,0.0,uncharacterized protein NPIL_276791 [Nephila pilipes]
,GFU35021.1,L798_07339,FoP_duplication,136037.KDR18891,38.2,3.52e-06,53.9,,,,,foP_duplication domain-containing protein [Nephila pilipes]
,GFU35031.1,,"Peptidase_A17,rve",7425.NV18673-PA,48.7,1.8199999999999997e-23,109.0,,,,,integrase catalytic domain-containing protein [Nephila pilipes]
,GFU35038.1,,"Peptidase_A17,rve",7425.NV15429-PA,47.9,3.39e-17,84.7,,,,,integrase catalytic domain-containing protein [Nephila pilipes]
"NPIL_411851,",GFU35053.1,LOC658979,p450,7070.TC000148-PA,56.7,3.2e-05,47.8,,,,,"hypothetical protein NPIL_411851, partial [Nephila pilipes]"
,GFU35055.1,,p450,126957.SMAR000135-PA,38.8,2.39e-17,85.1,,,,,cytochrome P450 3A25 [Nephila pilipes]
NPIL_55201,GFU35063.1,,DNA_pol_B_2,7668.SPU_017953-tr,26.0,2.01e-13,77.4,0.0,0.0,0.0,0.0,uncharacterized protein NPIL_55201 [Nephila pilipes]
,GFU35069.1,,"Peptidase_A17,rve",7425.NV18673-PA,51.0,1.7199999999999998e-23,103.0,,,,,DUF5641 domain-containing protein [Nephila pilipes]
,GFU35073.1,,DUF1758,7425.NV23901-PA,37.4,3.61e-18,88.2,,,,,CCHC-type domain-containing protein [Nephila pilipes]
NPIL_413891,GFU35075.1,,Costars,59894.ENSFALP00000015921,95.8,5.2e-06,50.1,0.0,0.0,0.0,0.0,hypothetical protein NPIL_413891 [Nephila pilipes]
,GFU35104.1,nwk,"FCH,SH3_9",7460.GB55146-PA,42.8,7.18e-187,570.0,,,,,protein nervous wreck [Nephila pilipes]
,GFU35105.1,nwk,"FCH,SH3_9",7460.GB55146-PA,44.5,6.5e-186,566.0,,,,,protein nervous wreck [Nephila pilipes]
,GFU35107.1,,Ribosomal_S6e,10224.XP_002741732.1,79.6,6.96e-126,364.0,,,,,40S ribosomal protein S6 [Nephila pilipes]
,GFU35108.1,101891241,Ribosomal_L24e,7370.XP_005186211.1,58.9,2.18e-59,191.0,,,,,probable ribosome biogenesis protein RLP24 [Nephila pilipes]
,GFU35109.1,8235101,Spectrin,121225.PHUM253780-PA,51.5,1.8e-15,74.7,,,,,"utrophin, partial [Nephila pilipes]"
,GFU35122.1,,"CENP-B_N,DDE_1,HTH_Tnp_Tc5",9361.ENSDNOP00000022499,55.3,1.24e-129,392.0,,,,,tigger transposable element-derived protein 1 [Nephila pilipes]
NPIL_280461,GFU35123.1,,"CENP-B_N,DDE_1,HTH_Tnp_Tc5",28377.ENSACAP00000020137,66.7,1.39e-33,127.0,0.0,0.0,0.0,0.0,uncharacterized protein NPIL_280461 [Nephila pilipes]
,GFU35143.1,,"CENP-B_N,DDE_1,HTH_Tnp_Tc5",109478.XP_005863307.1,49.6,4.1799999999999995e-23,100.0,,,,,tigger transposable element-derived protein 1 [Nephila pilipes]
"NPIL_367871,",GFU35192.1,ABCF3,"ABC_tran,ABC_tran_Xtn",8932.XP_005506690.1,89.3,5.53e-09,55.8,,,,,"hypothetical protein NPIL_367871, partial [Nephila pilipes]"
"NPIL_9701,",GFU35202.1,GV64_07830,Abhydrolase_1,305900.GV64_07830,45.6,3.26e-09,58.2,,,,,"hypothetical protein NPIL_9701, partial [Nephila pilipes]"
,GFU35203.1,,rve,7668.SPU_009860-tr,44.0,1.91e-121,370.0,,,,,"putative gag-pol protein, partial [Nephila pilipes]"
NPIL_175601,GFU35207.1,,Helitron_like_N,69319.XP_008543881.1,56.9,4.37e-19,88.6,0.0,0.0,0.312716402550683,0.0,hypothetical protein NPIL_175601 [Nephila pilipes]
,GFU35229.1,L798_09895,MRP-S33,136037.KDR16579,61.2,6.99e-28,104.0,,,,,"28S ribosomal protein S33, mitochondrial [Nephila pilipes]"
,GFU35230.1,,"Nucleoporin_C,Nucleoporin_N",126957.SMAR010245-PA,41.5,6.87e-147,463.0,,,,,nuclear pore complex protein Nup133 [Nephila pilipes]
,GFU35261.1,,zf-CCHC,3847.GLYMA18G15586.1,33.7,0.000247,47.8,,,,,"CCHC-type domain-containing protein, partial [Nephila pilipes]"
,GFU35262.1,,rve,7668.SPU_017131-tr,45.2,9.03e-12,70.5,,,,,"pol polyprotein, partial [Nephila pilipes]"
NPIL_172881,GFU35264.1,,"Myosin_N,Myosin_head,Myosin_tail_1",1561998.Csp11.Scaffold582.g4680.t1,50.8,9.46e-05,49.3,0.0,0.0,0.0175107969732553,0.0,hypothetical protein NPIL_172881 [Nephila pilipes]
,GFU35288.1,NosC,"FAD_binding_1,Flavodoxin_1,NAD_binding_1,NO_synthase,PDZ",7739.XP_002605826.1,36.9,4.27e-14,78.2,,,,,PDZ domain-containing protein [Nephila pilipes]
,GFU35295.1,LOC655549,"FAD_binding_1,Flavodoxin_1,NAD_binding_1,NO_synthase",7070.TC012639-PA,48.3,5.4e-301,866.0,,,,,"nitric oxide synthase, salivary gland [Nephila pilipes]"
,GFU35299.1,,RdRP,10224.XP_002734181.1,41.7,1.01e-170,558.0,,,,,RNA-dependent RNA polymerase 1 [Nephila pilipes]
,GFU35323.1,,TTL,126957.SMAR015771-PA,54.3,5.52e-209,618.0,,,,,cadherin-like and PC-esterase domain-containing protein 1 [Nephila pilipes]
,GFU35325.1,,TTL,126957.SMAR015771-PA,54.2,1.34e-209,620.0,,,,,cadherin-like and PC-esterase domain-containing protein 1 [Nephila pilipes]
,GFU35329.1,,WD40,126957.SMAR005099-PA,70.2,6.58e-163,463.0,,,,,WD repeat-containing protein 82 [Nephila pilipes]
,GFU35333.1,L798_15255,"PUB,UBX",136037.KDR10546,52.5,5.81e-104,318.0,,,,,UBX domain-containing protein 6 [Nephila pilipes]
,GFU35335.1,L798_15743,Mon1,136037.KDR23174,54.6,1.11e-185,538.0,,,,,vacuolar fusion protein MON1 homolog A [Nephila pilipes]
,GFU35337.1,L798_15737,DAG1,136037.KDR23168,33.7,1.01e-171,542.0,,,,,dystroglycan [Nephila pilipes]
,GFU35365.1,,PH,126957.SMAR002331-PA,74.5,9.6e-47,167.0,,,,,"protein outspread, partial [Nephila pilipes]"
NPIL_20801,GFU35378.1,,MULE,7070.TC007230-PA,59.2,4.81e-55,200.0,0.0,0.0,0.517599562842509,0.5670769529876,uncharacterized protein NPIL_20801 [Nephila pilipes]
,GFU35400.1,,"EF-hand_7,Ras",6500.XP_005093077.1,53.5,6.89e-20,93.6,,,,,EF-hand calcium-binding domain-containing protein 4A [Nephila pilipes]
,GFU35406.1,,PIF1,7091.BGIBMGA012372-TA,86.4,8.8e-229,654.0,,,,,ATP-dependent DNA helicase [Nephila pilipes]
NPIL_289961,GFU35408.1,,"DUF1758,DUF1759,Peptidase_A17,rve",7029.ACYPI48436-PA,40.2,2.21e-22,99.0,0.0,0.0,0.0,0.0,uncharacterized protein NPIL_289961 [Nephila pilipes]
,GFU35440.1,107366216,Innexin,32264.tetur17g03570.1,51.7,4.52e-132,390.0,,,,,innexin inx2 [Nephila pilipes]
,GFU35442.1,,SURF1,6669.EFX62562,54.2,3.78e-88,269.0,,,,,surfeit locus protein 1 [Nephila pilipes]
NPIL_637471,GFU35445.1,NEK7,Pkinase,29078.XP_008159547.1,73.4,4.16e-65,204.0,0.0531913604064492,0.0586777129947635,0.224225064286623,0.442185766103578,hypothetical protein NPIL_637471 [Nephila pilipes]
,GFU35447.1,,tRNA-synt_1,7668.SPU_003860-tr,68.9,2.63e-78,240.0,,,,,valine--tRNA ligase [Nephila pilipes]
,GFU35452.1,,ELO,32264.tetur11g03780.1,36.1,4.09e-49,176.0,,,,,elongation of very long chain fatty acids protein AAEL008004 [Nephila pilipes]
,GFU35454.1,ELOVL7,ELO,10036.XP_005065616.1,36.5,1.2399999999999998e-54,186.0,,,,,elongation of very long chain fatty acids protein 7 [Nephila pilipes]
,GFU35477.1,L798_02133,DSPc,136037.KDR22979,65.7,2.92e-77,235.0,,,,,phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1 [Nephila pilipes]
,GFU35479.1,,CybS,6669.EFX76036,62.7,3.47e-39,138.0,,,,,"succinate dehydrogenase cytochrome b small subunit, mitochondrial [Nephila pilipes]"
,GFU35481.1,,GDPD,126957.SMAR007831-PA,60.5,4.6800000000000003e-125,367.0,,,,,lysophospholipase D GDPD1 [Nephila pilipes]
,GFU35502.1,,Transposase_1,59538.XP_005984691.1,43.5,3.04e-16,79.0,,,,,histone-lysine N-methyltransferase SETMAR [Nephila pilipes]
NPIL_419451,GFU35543.1,,"Peptidase_A17,rve",7668.SPU_025609-tr,37.5,6.33e-13,70.9,0.0,0.0,0.324979790886004,0.0,hypothetical protein NPIL_419451 [Nephila pilipes]
,GFU35547.1,,tRNA_int_end_N2,6500.XP_005106386.1,35.7,1.6e-22,112.0,,,,,tRNA-splicing endonuclease subunit Sen54 [Nephila pilipes]
,GFU35549.1,20215186,COX6B,6412.HelroP75683,72.2,7.3e-42,139.0,,,,,cytochrome c oxidase subunit 6B1 [Nephila pilipes]
NPIL_419491,GFU35551.1,,"Alpha_kinase,Sel1",10224.XP_006818441.1,52.4,3.3899999999999995e-204,598.0,0.365960368046996,0.230689638098404,0.369566176106777,0.260023053920627,hypothetical protein NPIL_419491 [Nephila pilipes]
,GFU35556.1,,"Aconitase,Aconitase_C",69319.XP_008556045.1,80.1,0.0,1285.0,,,,,"aconitate hydratase, mitochondrial [Nephila pilipes]"
,GFU35558.1,,"Glyco_hydro_20,Robl_LC7",126957.SMAR007493-PA,44.1,8.44e-143,430.0,,,,,hexosaminidase D [Nephila pilipes]
,GFU35560.1,,"Hyd_WA,PCI,Pex24p,RPN7",126957.SMAR007397-PA,42.5,7.85e-270,811.0,,,,,tectonin beta-propeller repeat-containing protein 1 [Nephila pilipes]
NPIL_419541,GFU35562.1,,PIF1,7091.BGIBMGA012372-TA,86.6,2.56e-77,253.0,0.0,0.0,0.0,0.0,uncharacterized protein NPIL_419541 [Nephila pilipes]
NPIL_419561,GFU35566.1,,Perilipin,7739.XP_002595036.1,27.2,1.1399999999999999e-24,112.0,1131.37882329259,365.120382080594,1.08252420203481,30.9125888687336,uncharacterized protein NPIL_419561 [Nephila pilipes]
,GFU35574.1,8240358,7tm_1,121225.PHUM545910-PA,59.8,1e-105,319.0,,,,,tachykinin-like peptides receptor 99D [Nephila pilipes]
,GFU35599.1,,"Chromo,rve",69319.XP_008552913.1,44.9,2.45e-18,85.9,,,,,chromo domain-containing protein [Nephila pilipes]
,GFU35609.1,,"RVT_1,rve",7425.NV17691-PA,32.6,6.15e-14,75.5,,,,,integrase catalytic domain-containing protein [Nephila pilipes]
,GFU35624.1,,"GATase_2,Glu_syn_central,Glu_synthase",126957.SMAR002128-PA,60.1,8.209999999999999e-128,395.0,,,,,"glutamate synthase, partial [Nephila pilipes]"
,GFU35639.1,L798_10404,zf-UBR,136037.KDR14370,44.7,4.3399999999999995e-115,350.0,,,,,putative E3 ubiquitin-protein ligase UBR7 [Nephila pilipes]
,GFU35641.1,RBM41,RRM_1,38654.XP_006036902.1,31.6,5.78e-43,163.0,,,,,RNA-binding protein 41 [Nephila pilipes]
,GFU35650.1,,Chitin_bind_4,32264.tetur19g03020.1,48.2,3.05e-13,71.2,,,,,cuticle protein 10.9 [Nephila pilipes]
,GFU35656.1,,Rhodanese,6500.XP_005089776.1,47.2,6.03e-48,178.0,,,,,m-phase inducer phosphatase 1-B [Nephila pilipes]
,GFU35660.1,MGC89853,"Ribosomal_S30,ubiquitin",8364.ENSXETP00000055390,63.2,3.16e-48,158.0,,,,,40S ribosomal protein S30 [Nephila pilipes]
,GFU35662.1,N6AMT2,N6-adenineMlase,29073.XP_008690343.1,53.1,1.65e-57,189.0,,,,,EEF1A lysine methyltransferase 1 [Nephila pilipes]
,GFU35664.1,N6AMT2,N6-adenineMlase,9685.ENSFCAP00000000794,55.1,2.0599999999999998e-54,176.0,,,,,EEF1A lysine methyltransferase 1 [Nephila pilipes]
,GFU35666.1,Smp_099420,MPC,6183.Smp_099420.1,71.4,3.8999999999999996e-54,172.0,,,,,mitochondrial pyruvate carrier 2 [Nephila pilipes]
,GFU35682.1,,ASC,10224.XP_006813344.1,27.3,9.57e-38,152.0,,,,,acid-sensing ion channel 4-B [Nephila pilipes]
,GFU35684.1,,"RVP,RVT_1,rve",7425.NV18758-PA,54.3,1.81e-05,53.9,,,,,acid-sensing ion channel 3 [Nephila pilipes]
,GFU35691.1,,"I-set,fn3",32264.tetur17g02500.1,43.2,2.4400000000000002e-21,97.8,,,,,"down syndrome cell adhesion molecule-like protein 1, partial [Nephila pilipes]"
,GFU35746.1,,Chitin_bind_4,32264.tetur19g03020.1,47.6,5.17e-15,77.4,,,,,cuticle protein 16.8 [Nephila pilipes]
,GFU35747.1,,Sugar_tr,32264.tetur32g00280.1,28.7,1.36e-28,128.0,,,,,"solute carrier family 22 member 6, partial [Nephila pilipes]"
,GFU35748.1,,Chitin_bind_4,32264.tetur19g03020.1,47.6,3.34e-15,77.4,,,,,cuticle protein 16.8 [Nephila pilipes]
NPIL_242261,GFU35750.1,,"Metallophos,STPPase_N",6500.XP_005111155.1,94.7,3.1699999999999996e-234,644.0,1.49346566444196,1.10127487106344,0.363597133495858,2.59667412666026,hypothetical protein NPIL_242261 [Nephila pilipes]
,GFU35751.1,,"HIRA_B,Hira,WD40",126957.SMAR002545-PA,43.8,9.24e-275,798.0,,,,,protein HIRA [Nephila pilipes]
NPIL_242281,GFU35752.1,,I-set,126957.SMAR003776-PA,29.4,6.31e-73,272.0,0.0,0.0,0.0,0.0,uncharacterized protein NPIL_242281 [Nephila pilipes]
NPIL_242282,GFU35753.1,,I-set,126957.SMAR003776-PA,29.4,2.84e-73,273.0,0.0,0.0,0.0,0.0,uncharacterized protein NPIL_242282 [Nephila pilipes]
NPIL_242321,GFU35761.1,,CUB,126957.SMAR003775-PA,48.4,1.88e-64,206.0,14.8817744202576,4.05351490859464,1.2391752773971,38.0135883937295,uncharacterized protein NPIL_242321 [Nephila pilipes]
,GFU35765.1,107363722,"ANF_receptor,Guanylate_cyc,Pkinase_Tyr",32264.tetur10g01900.1,59.9,2.5100000000000002e-80,267.0,,,,,atrial natriuretic peptide receptor 3 [Nephila pilipes]
,GFU35767.1,20206280,zf-CCHC,6412.HelroP177499,34.8,1.1e-33,132.0,,,,,CCHC-type domain-containing protein [Nephila pilipes]
,GFU35768.1,,"RVT_1,rve",67593.Physo138661,25.8,0.000825,50.1,,,,,retrovirus-related Pol polyprotein from transposon 412 [Nephila pilipes]
,GFU35781.1,,"RVT_1,rve",7029.ACYPI066987-PA,41.3,6.21e-194,596.0,,,,,"transposon Tf2-12 polyprotein, partial [Nephila pilipes]"
,GFU35800.1,L798_03553,"Peptidase_M13,Peptidase_M13_N",136037.KDR21598,47.5,5.4300000000000004e-194,573.0,,,,,endothelin-converting enzyme homolog [Nephila pilipes]
,GFU35809.1,,"DUF659,Exo_endo_phos_2,PRE_C2HC,RVT_1",7029.ACYPI38606-PA,37.0,1.53e-23,107.0,,,,,nucleic-acid-binding protein from transposon X-element [Nephila pilipes]
,GFU35838.1,picot,MFS_1,7425.NV15041-PA,45.9,4.82e-122,371.0,,,,,putative inorganic phosphate cotransporter [Nephila pilipes]
,GFU35841.1,picot,MFS_1,7425.NV15041-PA,45.9,7.6e-122,371.0,,,,,putative inorganic phosphate cotransporter [Nephila pilipes]
"NPIL_496581,",GFU35850.1,,BCAS3,7739.XP_002598925.1,65.5,0.000147,45.1,,,,,"hypothetical protein NPIL_496581, partial [Nephila pilipes]"
,GFU35854.1,,rve,7425.NV25322-PA,55.3,9.51e-105,323.0,,,,,"retrovirus-related Pol polyprotein from transposon 412, partial [Nephila pilipes]"
,GFU35858.1,,RVT_1,7425.NV18701-PA,54.5,1.08e-05,51.6,,,,,integrase_H2C2 domain-containing protein [Nephila pilipes]
,GFU35860.1,,rve,7668.SPU_017131-tr,40.0,2.02e-11,65.9,,,,,pol polyprotein [Nephila pilipes]
NPIL_1541,GFU35886.1,,"DUF1759,Peptidase_A17",7425.NV18936-PA,47.1,8.37e-05,50.1,0.0,0.0,0.487948066786639,0.0,hypothetical protein NPIL_1541 [Nephila pilipes]
,GFU35895.1,,Transposase_1,132113.XP_003489280.1,32.5,6.82e-20,94.0,,,,,histone-lysine N-methyltransferase SETMAR [Nephila pilipes]
,GFU35910.1,8231451,"CH,PH_9,SH3_1,Spectrin",121225.PHUM488290-PA,50.0,3.73e-119,389.0,,,,,"spectrin beta chain, non-erythrocytic 1, partial [Nephila pilipes]"
,GFU35915.1,,"Myosin-VI_CBD,Myosin_head",6669.EFX69901,62.1,0.0,1376.0,,,,,myosin heavy chain 95F [Nephila pilipes]
,GFU35917.1,acaa2,"Thiolase_C,Thiolase_N",31033.ENSTRUP00000042034,64.3,8.15e-179,510.0,,,,,"3-ketoacyl-CoA thiolase, mitochondrial [Nephila pilipes]"
NPIL_610561,GFU35919.1,gemin2,SIP1,7955.ENSDARP00000124464,31.4,3.93e-05,52.0,0.401652128381275,0.319208176702226,0.484274743857002,0.271267139698528,uncharacterized protein NPIL_610561 [Nephila pilipes]
,GFU35935.1,,RRM_1,126957.SMAR007768-PA,49.3,2.64e-53,181.0,,,,,eukaryotic translation initiation factor 4H [Nephila pilipes]
,GFU35937.1,8238418,Snf7,121225.PHUM460930-PA,61.3,2.15e-77,241.0,,,,,charged multivesicular body protein 3 [Nephila pilipes]
,GFU35939.1,,"CENP-B_N,HTH_Tnp_Tc5",7029.ACYPI35385-PA,35.9,4.61e-12,67.4,,,,,HTH psq-type domain-containing protein [Nephila pilipes]
,GFU35941.1,,Acyltransferase,126957.SMAR015002-PA,40.1,2.82e-161,498.0,,,,,"glycerol-3-phosphate acyltransferase 1, mitochondrial [Nephila pilipes]"
,GFU35948.1,,Acyltransferase,126957.SMAR015002-PA,39.4,3.94e-164,503.0,,,,,"glycerol-3-phosphate acyltransferase 1, mitochondrial [Nephila pilipes]"
NPIL_360441,GFU35966.1,,"BTB,MATH",6326.BUX.s00333.35,27.4,1.07e-25,117.0,0.0,0.344911407729326,0.0,0.0,uncharacterized protein NPIL_360441 [Nephila pilipes]
,GFU35968.1,,"DEP,RasGEF,cNMP_binding",126957.SMAR010671-PA,63.5,0.0,1062.0,,,,,rap guanine nucleotide exchange factor 4 [Nephila pilipes]
,GFU35969.1,,"DEP,RasGEF,RasGEF_N,cNMP_binding",10224.XP_006822120.1,57.4,0.0,1068.0,,,,,rap guanine nucleotide exchange factor 4 [Nephila pilipes]
,GFU35971.1,,cNMP_binding,9823.ENSSSCP00000028090,59.3,9.66e-33,119.0,,,,,rap guanine nucleotide exchange factor 4 [Nephila pilipes]
,GFU36016.1,,"SPARC_Ca_bdg,Thyroglobulin_1",12957.ACEP17171-PA,32.8,8.18e-16,77.4,,,,,SPARC-related modular calcium-binding protein 1 [Nephila pilipes]
,GFU36029.1,,rve,7425.NV18914-PA,39.1,5.4e-147,457.0,,,,,transposon Ty3-I Gag-Pol polyprotein [Nephila pilipes]
,GFU36030.1,,RVT_1,7070.TC001405-PA,32.7,2.64e-11,67.8,,,,,retrovirus-related Pol polyprotein from transposon 17.6 [Nephila pilipes]
NPIL_306951,GFU36032.1,,rve,7370.XP_005187399.1,36.4,2.68e-06,50.8,0.0,0.0,0.424973572697082,0.0,hypothetical protein NPIL_306951 [Nephila pilipes]
NPIL_223801,GFU36052.1,,"BrkDBD,DDE_1,HTH_Tnp_Tc5",8364.ENSXETP00000039644,42.1,3.54e-05,47.8,0.0,0.0,0.0,0.0,hypothetical protein NPIL_223801 [Nephila pilipes]
,GFU36056.1,6035136,zf-BED,7176.CPIJ003798-PA,36.1,8.160000000000001e-35,137.0,,,,,BED-type domain-containing protein [Nephila pilipes]
,GFU36064.1,,I-set,13249.RPRC005674-PA,57.1,4.59e-68,219.0,,,,,limbic system-associated membrane protein [Nephila pilipes]
,GFU36066.1,,Ig_3,13249.RPRC013926-PA,49.0,3.35e-25,102.0,,,,,ig-like domain-containing protein [Nephila pilipes]
"NPIL_377991,",GFU36082.1,jhamt,Methyltransf_11,7460.GB44043-PA,24.2,4.24e-08,61.2,,,,,"hypothetical protein NPIL_377991, partial [Nephila pilipes]"
,GFU36088.1,,Acyl_transf_3,32264.tetur11g01310.1,52.7,1.01e-28,118.0,,,,,nose resistant to fluoxetine protein 6 [Nephila pilipes]
NPIL_431071,GFU36103.1,,"Endonuclease_7,Rho_N",7070.TC006914-PA,42.2,5.190000000000001e-27,112.0,0.0,0.0,0.0,0.0,uncharacterized protein NPIL_431071 [Nephila pilipes]
