Gene ID,protein_id,Preferred_Name,KEGG_KO,KEGG_Pathway,KEGG_Module,KEGG_EC,KEGG_BRITE,sseqid,pident,evalue,bitscore,NPFM1,NPFM2,NPFM3,NPFM4,Protein Description,GO_Terms,eggNOG_OGs
,GFU54517.1,L798_14359,ko:K05657,"ko02010,map02010",,,"ko02000,ko00001,ko00000",136037.KDR10680,57.8,3.48e-223,643.0,,,,,"ATP-binding cassette sub-family B member 10, mitochondrial [Nephila pilipes]",,"38F7P@33154,3BCBZ@33208,3CREB@33213,3SJQE@50557,41WRM@6656,COG1132@1,KOG0058@2759"
NPIL_416891,GFU54519.1,,,,,,,7029.ACYPI001862-PA,46.8,2.88e-05,49.3,0.0,0.0,0.0,0.0,hypothetical protein NPIL_416891 [Nephila pilipes],,"2CMP4@1,2QR56@2759,39VQX@33154,3BR69@33208,3D755@33213"
,GFU54523.1,,,,,,,126957.SMAR013057-PA,53.4,4.36e-33,122.0,,,,,protein stum homolog [Nephila pilipes],,"2BVF0@1,2S270@2759,3A1Z3@33154,3BQI0@33208,3D77B@33213"
,GFU54525.1,,,,,,,144197.XP_008293955.1,38.3,1.99e-33,126.0,,,,,transforming protein RhoA [Nephila pilipes],,"38B7E@33154,3BG87@33208,3CUE7@33213,487IV@7711,4999S@7742,49R1W@7898,COG1100@1,KOG0393@2759"
,GFU54527.1,LOC657647,ko:K15542,"map03015,ko03015",,,"ko03019,ko00001,ko00000",7070.TC013939-PA,75.6,8.09e-257,740.0,,,,,pre-mRNA 3' end processing protein WDR33 [Nephila pilipes],,"38BFJ@33154,3BH5C@33208,3CUWY@33213,3SI4I@50557,41UJB@6656,COG2319@1,KOG0284@2759"
,GFU54529.1,,ko:K18401,,,,"ko03036,ko00000",10224.XP_002739731.1,33.3,2.52e-53,192.0,,,,,KAT8 regulatory NSL complex subunit 2 [Nephila pilipes],,"2CC1T@1,2QTMA@2759,38DKX@33154,3BCCP@33208,3CUVE@33213"
NPIL_417081,GFU54560.1,,,,,,,7425.NV18680-PA,37.1,8.23e-38,140.0,0.0,0.0,0.0,0.0,uncharacterized protein NPIL_417081 [Nephila pilipes],,"39Y5J@33154,3BM6R@33208,3D4YQ@33213,COG2801@1,KOG0017@2759"
,GFU54562.1,,,,,,,7070.TC010212-PA,58.6,6.300000000000001e-32,127.0,,,,,pol polyprotein [Nephila pilipes],,"38F42@33154,3BI8I@33208,3D5CW@33213,3SQKC@50557,4224Q@6656,COG2801@1,KOG0017@2759"
,GFU54564.1,FKTN,,,,,,128390.XP_009462526.1,31.9,3.01e-17,89.0,,,,,fukutin [Nephila pilipes],,"2CN7R@1,2QUDN@2759,38EPS@33154,3BH8N@33208,3CS16@33213,488EK@7711,496SI@7742,4GSM1@8782"
NPIL_654561,GFU54598.1,L798_03675,,,,,,136037.KDR21078,29.5,3.61e-20,99.0,0.0,0.102087514005965,0.0111459107835818,0.0244226988551317,uncharacterized protein NPIL_654561 [Nephila pilipes],,"39ZQZ@33154,3BBKI@33208,3E5I8@33213,3SIWV@50557,42AJG@6656,KOG4193@1,KOG4193@2759"
NPIL_248301,GFU54652.1,,,,,,,6087.XP_004208340.1,46.0,7.42e-317,924.0,0.0,0.0667784596181104,0.0,0.0,uncharacterized protein NPIL_248301 [Nephila pilipes],,"2CN0N@1,2QT5H@2759,38HD6@33154"
,GFU54663.1,,,,,,,69319.XP_008543881.1,56.8,1.94e-20,91.7,,,,,helitron_like_N domain-containing protein [Nephila pilipes],,"38G2J@33154,3BIV7@33208,3D0M2@33213,3SKNH@50557,420YJ@6656,46JRA@7399,COG0507@1,KOG0987@2759"
,GFU54674.1,,ko:K00844,"ko00500,ko01200,map01110,ko00520,ko00521,ko00524,ko01130,ko00052,ko04066,ko00051,ko00010,ko01110,ko04930,ko05230,map01100,ko04973,map01200,map01120,map00521,map00520,ko04910,map00051,map00524,map00052,map00010,map00500,ko01120,map04066,map04973,ko01100,map04910,map01130,map05230,map04930","M00001,M00549",2.7.1.1,"ko04131,ko01000,ko00001,ko00000,ko00002",6669.EFX73328,60.2,9.43e-31,121.0,,,,,phosphotransferase [Nephila pilipes],,"38DFC@33154,3BD1K@33208,3CU23@33213,41WGM@6656,COG5026@1,KOG1369@2759"
,GFU54676.1,,ko:K00844,"ko00500,ko01200,map01110,ko00520,ko00521,ko00524,ko01130,ko00052,ko04066,ko00051,ko00010,ko01110,ko04930,ko05230,map01100,ko04973,map01200,map01120,map00521,map00520,ko04910,map00051,map00524,map00052,map00010,map00500,ko01120,map04066,map04973,ko01100,map04910,map01130,map05230,map04930","M00001,M00549",2.7.1.1,"ko04131,ko01000,ko00001,ko00000,ko00002",6669.EFX73328,57.6,9.25e-36,134.0,,,,,hexokinase-1 [Nephila pilipes],,"38DFC@33154,3BD1K@33208,3CU23@33213,41WGM@6656,COG5026@1,KOG1369@2759"
,GFU54692.1,EFV61788,,,,,,6334.EFV61788,45.8,7.86e-30,122.0,,,,,integrase catalytic domain-containing protein [Nephila pilipes],,"2CMP4@1,2QR56@2759,39VQX@33154,3BR69@33208,3D755@33213,40G3A@6231"
NPIL_544561,GFU54693.1,,,,,,,400682.PAC_15705602,36.0,4.05e-08,56.6,0.0,0.0,0.0,0.0,uncharacterized protein NPIL_544561 [Nephila pilipes],,"2CMP4@1,2QR56@2759,38VE4@33154,3BR0W@33208"
"NPIL_197211,",GFU54770.1,,ko:K19933,,,,"ko04131,ko00000",7425.NV13941-PA,96.3,1.45e-06,48.9,,,,,"hypothetical protein NPIL_197211, partial [Nephila pilipes]",,"38BJR@33154,3BB17@33208,3CRXR@33213,3SK2G@50557,41V84@6656,46DR7@7399,KOG3543@1,KOG3543@2759"
,GFU54792.1,LOC727079,ko:K12461,"map05205,map04722,map04714,ko05205,ko04714,ko04722",,,"ko00001,ko00000",7460.GB40781-PA,31.0,8.1e-42,163.0,,,,,fibroblast growth factor receptor substrate 2 [Nephila pilipes],,"38BKI@33154,3BEYY@33208,3CZQN@33213,3SMW5@50557,41ZH4@6656,46FYB@7399,KOG4047@1,KOG4047@2759"
NPIL_669861,GFU54794.1,,,,,,,126957.SMAR003847-PA,48.2,6.18e-65,217.0,0.586252164309298,0.277165872510989,0.194174487640417,1.06367822447872,hypothetical protein NPIL_669861 [Nephila pilipes],,"38GUS@33154,3BGA5@33208,3CTNU@33213,41XCY@6656,COG0385@1,KOG2718@2759"
,GFU54797.1,,,,,,,51511.ENSCSAVP00000009876,39.1,1.68e-28,115.0,,,,,general transcription factor II-I repeat domain-containing protein 2A [Nephila pilipes],,"2CMVD@1,2QS6T@2759,38ITZ@33154,3BGFP@33208,3D162@33213,482X8@7711"
,GFU54801.1,G5I_03739,,,,,,103372.F4WDS4,53.9,4e-63,202.0,,,,,transposase [Nephila pilipes],,"2D0J9@1,2SEEK@2759,3ADUX@33154,3BVQC@33208,3DC2U@33213,3SREQ@50557,422NV@6656"
NPIL_669911,GFU54803.1,,,,,,,126957.SMAR015152-PA,46.3,2.15e-57,196.0,1.02566818870697,2.64007188394556,0.28824294495976,8.21069898380089,hypothetical protein NPIL_669911 [Nephila pilipes],,"38GUS@33154,3BGA5@33208,3DAEU@33213,422D2@6656,COG0385@1,KOG2718@2759"
,GFU54805.1,,,,,,,7070.TC001735-PA,29.2,1.16e-16,90.1,,,,,retrovirus-related Pol polyprotein from transposon 17.6 [Nephila pilipes],,"38F42@33154,3CNFK@33208,3E4K9@33213,COG2801@1,KOG0017@2759"
,GFU54807.1,,,,,,,126957.SMAR003847-PA,34.6,6.67e-18,89.7,,,,,p3 protein [Nephila pilipes],,"38GUS@33154,3BGA5@33208,3CTNU@33213,41XCY@6656,COG0385@1,KOG2718@2759"
NPIL_669941,GFU54809.1,,,,,,,126957.SMAR003847-PA,39.4,2.89e-93,298.0,0.662906377956511,0.487520653616199,0.542450701697096,0.18009200439596,hypothetical protein NPIL_669941 [Nephila pilipes],,"38GUS@33154,3BGA5@33208,3CTNU@33213,41XCY@6656,COG0385@1,KOG2718@2759"
NPIL_669951,GFU54811.1,,,,,,,7029.ACYPI088277-PA,46.0,3.14e-19,89.4,0.0,0.0,0.0,0.0,uncharacterized protein NPIL_669951 [Nephila pilipes],,"39UW9@33154,3BBQJ@33208,3D556@33213,COG2801@1,KOG0017@2759"
,GFU54813.1,,,,,,,126957.SMAR008745-PA,66.9,2.1e-310,872.0,,,,,mRNA [Nephila pilipes],,"28P6D@1,2QVT7@2759,38NZX@33154,3BINF@33208,3CWE6@33213,41UTB@6656"
,GFU54815.1,,,,,,,126957.SMAR011302-PA,58.9,3.9900000000000005e-213,610.0,,,,,DDB1- and CUL4-associated factor 11 [Nephila pilipes],,"39TSB@33154,3BA1S@33208,3CS7K@33213,41VGS@6656,KOG0266@1,KOG0266@2759"
,GFU54817.1,,,,,,,126957.SMAR012517-PA,62.9,9.200000000000001e-181,519.0,,,,,hepatocyte nuclear factor 4-alpha [Nephila pilipes],,"38BCF@33154,3BCFA@33208,3CSDC@33213,41UUA@6656,KOG4215@1,KOG4215@2759"
,GFU54819.1,,,,,,,7213.XP_004537675.1,37.5,1.11e-17,85.5,,,,,integrase catalytic domain-containing protein [Nephila pilipes],,"39TC6@33154,3BHT2@33208,3D2MB@33213,3SQJD@50557,41VKT@6656,455JY@7147,COG2801@1,KOG0017@2759"
NPIL_670011,GFU54820.1,,,,,,,7425.NV15429-PA,47.0,5.42e-15,77.4,0.0,0.0,0.0,0.0,hypothetical protein NPIL_670011 [Nephila pilipes],,"2CMP4@1,2QR56@2759,39VQX@33154,3BR69@33208,3D755@33213,3T012@50557,4230R@6656,46MK3@7399"
,GFU54826.1,,,,,,,126957.SMAR008413-PA,45.2,0.0,1892.0,,,,,chromodomain-helicase-DNA-binding protein 7 [Nephila pilipes],,"38GAW@33154,3BDMW@33208,3CS0I@33213,41UA5@6656,COG0553@1,KOG0384@2759"
,GFU54827.1,,,,,,,126957.SMAR008413-PA,44.3,0.0,1813.0,,,,,chromodomain-helicase-DNA-binding protein 7 [Nephila pilipes],,"38GAW@33154,3BDMW@33208,3CS0I@33213,41UA5@6656,COG0553@1,KOG0384@2759"
,GFU54828.1,,,,,,,126957.SMAR008413-PA,44.6,0.0,1825.0,,,,,chromodomain-helicase-DNA-binding protein 7 [Nephila pilipes],,"38GAW@33154,3BDMW@33208,3CS0I@33213,41UA5@6656,COG0553@1,KOG0384@2759"
,GFU54829.1,,,,,,,126957.SMAR008413-PA,44.2,0.0,1811.0,,,,,chromodomain-helicase-DNA-binding protein 7 [Nephila pilipes],,"38GAW@33154,3BDMW@33208,3CS0I@33213,41UA5@6656,COG0553@1,KOG0384@2759"
NPIL_670061,GFU54830.1,,,,,,,7370.XP_005188889.1,52.3,9.65e-26,99.8,0.0,0.0,0.60821905817197,0.0,uncharacterized protein NPIL_670061 [Nephila pilipes],,"38F42@33154,3BI8I@33208,3D5CW@33213,3SR5P@50557,4224Q@6656,45790@7147,COG2801@1,KOG0017@2759"
NPIL_670071,GFU54831.1,,,,,,,7070.TC012971-PA,45.8,7.65e-11,64.7,0.0,0.0,0.280914734494681,0.0,uncharacterized protein NPIL_670071 [Nephila pilipes],,"2BP4M@1,2S1R2@2759"
,GFU54835.1,,,,,,,126957.SMAR008415-PA,51.8,0.0,1055.0,,,,,retinoblastoma-like protein 1 [Nephila pilipes],,"38C3E@33154,3B9FR@33208,3CTY8@33213,41UH6@6656,KOG1010@1,KOG1010@2759"
,GFU54836.1,,,,,,,126957.SMAR000299-PA,46.3,3.21e-206,611.0,,,,,breast cancer anti-estrogen resistance protein 1 [Nephila pilipes],,"28I76@1,2QQHE@2759,38E1Y@33154,3BEE2@33208,3CWM9@33213,41VWU@6656"
,GFU54837.1,,,,,,,126957.SMAR000299-PA,46.1,4.6700000000000003e-206,611.0,,,,,breast cancer anti-estrogen resistance protein 1 [Nephila pilipes],,"28I76@1,2QQHE@2759,38E1Y@33154,3BEE2@33208,3CWM9@33213,41VWU@6656"
,GFU54840.1,,ko:K13117,,M00355,3.6.4.13,"ko00000,ko01000,ko03041,ko00002",10224.XP_006816912.1,60.1,6.710000000000001e-289,813.0,,,,,probable ATP-dependent RNA helicase DHX35 [Nephila pilipes],,"38C5G@33154,3B9KZ@33208,3CU10@33213,COG1643@1,KOG0922@2759"
,GFU54843.1,,,,,,,7739.XP_002587505.1,39.2,3.72e-24,108.0,,,,,zinc finger CCCH domain-containing protein 3 [Nephila pilipes],,"38HPF@33154,3BH42@33208,3CSQV@33213,481JA@7711,COG5084@1,KOG1492@2759"
NPIL_604491,GFU54850.1,,,,,,,244447.XP_008321876.1,35.9,3.16e-15,76.3,0.0,0.0,0.0,0.0,hypothetical protein NPIL_604491 [Nephila pilipes],,"39UFJ@33154,3B9UP@33208,3CZ04@33213,48QJQ@7711,49M5P@7742,4A932@7898,KOG3376@1,KOG3376@2759"
"NPIL_28321,",GFU54882.1,,,,,,,7091.BGIBMGA012372-TA,88.5,2.72e-197,571.0,,,,,"uncharacterized protein NPIL_28321, partial [Nephila pilipes]",,"38G2J@33154,3BIV7@33208,3D0M2@33213,3SKNH@50557,420YJ@6656,448TM@7088,COG0507@1,KOG0987@2759"
,GFU54890.1,,,,,,,7739.XP_002598401.1,51.7,2.19e-13,71.6,,,,,"dipeptidyl peptidase 4, partial [Nephila pilipes]",,"38BKR@33154,3BCS1@33208,3CUAD@33213,47ZIA@7711,COG1506@1,KOG2100@2759"
,GFU54962.1,,ko:K13343,"map04146,ko04146",,,"ko04131,ko00001,ko00000",7739.XP_002591718.1,30.1,4.97e-19,94.0,,,,,"peroxisomal membrane protein PEX14, partial [Nephila pilipes]",,"38HJ0@33154,3BGMV@33208,3CS0N@33213,485W4@7711,KOG2629@1,KOG2629@2759"
,GFU54964.1,107362355,,,,,,32264.tetur08g07990.1,54.7,9.26e-212,613.0,,,,,high affinity cationic amino acid transporter 1 [Nephila pilipes],,"38BM3@33154,3BA2V@33208,3CVWA@33213,41WSB@6656,COG0531@1,KOG1286@2759"
NPIL_504961,GFU54966.1,,ko:K10478,,,,"ko04121,ko00000",32264.tetur06g00800.1,81.8,2.99e-35,129.0,0.0,0.0,0.0,0.0,hypothetical protein NPIL_504961 [Nephila pilipes],,"39WE4@33154,3BEW2@33208,3CUJF@33213,41X1I@6656,KOG2075@1,KOG2075@2759"
NPIL_504971,GFU54967.1,G5I_03739,,,,,,103372.F4WDS4,54.5,3.43e-60,206.0,0.0,0.0289257862688154,0.0810583161261421,0.0322933411167818,hypothetical protein NPIL_504971 [Nephila pilipes],,"2D0J9@1,2SEEK@2759,3ADUX@33154,3BVQC@33208,3DC2U@33213,3SREQ@50557,422NV@6656"
NPIL_504981,GFU54968.1,L798_01785,,,,,,136037.KDR08438,49.1,2.58e-10,58.5,0.0,0.0,0.0,0.0,hypothetical protein NPIL_504981 [Nephila pilipes],,"2CW2Q@1,2RTGQ@2759,3AURW@33154,3C59M@33208,3DRYG@33213,423CA@6656"
NPIL_504991,GFU54969.1,,ko:K06091,"map05165,map04390,map04391,ko05165,ko04530,map04530,ko04391,ko04390",,,"ko00001,ko00000",6087.XP_002165318.2,57.5,4.81e-07,59.3,0.220346284576463,0.136401019099537,0.227202396574111,0.292847876121178,uncharacterized protein NPIL_504991 [Nephila pilipes],,"38CU2@33154,3BA43@33208,COG0194@1,KOG0609@2759"
,GFU54973.1,,,,,,,126957.SMAR003371-PA,55.2,0.0,1056.0,,,,,MAGUK p55 subfamily member 5 [Nephila pilipes],,"38CU2@33154,3BA43@33208,3CWSF@33213,41TBQ@6656,COG0194@1,KOG0609@2759"
,GFU54975.1,,ko:K17496,,,,"ko02000,ko03029,ko00000",6669.EFX80558,69.1,3.93e-133,389.0,,,,,mitochondrial import inner membrane translocase subunit TIM50-C [Nephila pilipes],,"38DKE@33154,3BF5Q@33208,3CTWY@33213,41TJF@6656,COG5190@1,KOG2832@2759"
,GFU54977.1,,,,,,,126957.SMAR014030-PA,60.6,2.58e-179,511.0,,,,,general transcription factor IIH subunit 2 [Nephila pilipes],,"38CIQ@33154,3BB63@33208,3CUR6@33213,41W15@6656,COG5151@1,KOG2807@2759"
,GFU54979.1,LACTB2,,,,,,28377.ENSACAP00000014550,55.9,5.29e-113,334.0,,,,,endoribonuclease LACTB2 [Nephila pilipes],,"38BZ4@33154,3BES6@33208,3CSY3@33213,4893A@7711,494N7@7742,COG0491@1,KOG0813@2759"
,GFU54981.1,L798_11170,ko:K12812,"map05164,map03040,ko05164,map03013,ko03040,map03015,ko03013,ko03015","M00430,M00406",3.6.4.13,"ko03019,ko01000,ko03041,ko00001,ko00000,ko00002",136037.KDR23694,86.2,2.1e-262,724.0,,,,,spliceosome RNA helicase Ddx39b [Nephila pilipes],,"38BRK@33154,3B99C@33208,3CVV9@33213,3SI8S@50557,41TNQ@6656,COG0513@1,KOG0329@2759"
,GFU54983.1,bace1,ko:K04521,"ko05010,map05010",,3.4.23.46,"ko01002,ko01000,ko00001,ko00000",8364.ENSXETP00000008118,37.6,2.07e-64,223.0,,,,,beta-secretase 2 [Nephila pilipes],,"38EMZ@33154,3BF1B@33208,3CYBB@33213,486HX@7711,4901B@7742,KOG1339@1,KOG1339@2759"
NPIL_505081,GFU54985.1,,,,,,,7029.ACYPI004927-PA,44.2,1.68e-19,89.4,0.0,0.0,0.683462652997368,0.0,uncharacterized protein NPIL_505081 [Nephila pilipes],,"38F42@33154,3BI8I@33208,3D5CW@33213,3EE83@33342,3SQKC@50557,4224Q@6656,COG2801@1,KOG0017@2759"
,GFU54989.1,slc25a35,ko:K15117,,,,"ko02000,ko00000",8090.ENSORLP00000009760,59.9,3.5900000000000003e-124,364.0,,,,,solute carrier family 25 member 35 [Nephila pilipes],,"38FT2@33154,3B94D@33208,3CYHW@33213,484WV@7711,48VS0@7742,49VC3@7898,KOG0755@1,KOG0755@2759"
,GFU54990.1,,,,,,,126957.SMAR012019-PA,71.2,3.8199999999999997e-106,312.0,,,,,peptidyl-prolyl cis-trans isomerase B [Nephila pilipes],,"38FKT@33154,3BCX1@33208,3CS7W@33213,41VF2@6656,COG0652@1,KOG0880@2759"
,GFU54991.1,GJ16359,ko:K11353,"map01100,ko05010,ko05012,ko05016,map04723,ko01100,map04932,map05012,map05010,map05016,map04714,ko04932,ko04723,map00190,ko04714,ko00190",M00146,,"ko00001,ko00000,ko00002",7244.FBpp0230776,46.9,1.77e-37,132.0,,,,,NADH dehydrogenase 1 alpha subcomplex subunit 13 [Nephila pilipes],,"3A5CF@33154,3BRU7@33208,3D8YW@33213,3SN6F@50557,4201J@6656,45343@7147,KOG3300@1,KOG3300@2759"
,GFU54992.1,TFIP11,ko:K13103,,,,"ko03041,ko00000",225400.XP_006762106.1,49.9,5.52e-256,741.0,,,,,tuftelin-interacting protein 11 [Nephila pilipes],,"38G4H@33154,3BANY@33208,3CVK6@33213,3J2MI@40674,4850I@7711,491IB@7742,4KQD1@9397,KOG2184@1,KOG2184@2759"
NPIL_505142,GFU54993.1,,ko:K08830,,,2.7.11.22,"ko01000,ko01001,ko00000",10224.XP_006824841.1,60.5,4.55e-130,390.0,0.0,0.0,0.292697030201963,0.0,hypothetical protein NPIL_505142 [Nephila pilipes],,"38EZ1@33154,3BBR7@33208,3CTS5@33213,KOG0661@1,KOG0661@2759"
NPIL_505141,GFU54995.1,,ko:K08830,,,2.7.11.22,"ko01000,ko01001,ko00000",10224.XP_006824841.1,60.8,8.700000000000001e-129,385.0,0.0,0.202675745429732,0.309793819349274,0.0,hypothetical protein NPIL_505141 [Nephila pilipes],,"38EZ1@33154,3BBR7@33208,3CTS5@33213,KOG0661@1,KOG0661@2759"
,GFU54997.1,,,,,,,6669.EFX79772,45.6,6.71e-115,350.0,,,,,saccharopine dehydrogenase-like oxidoreductase [Nephila pilipes],,"38D2K@33154,3BE3X@33208,3CZIP@33213,41X9J@6656,COG3268@1,KOG2733@2759"
NPIL_256081,GFU55096.1,,,,,,,7029.ACYPI48436-PA,41.0,4.59e-25,107.0,0.198405116402525,0.0,0.0,0.0,uncharacterized protein NPIL_256081 [Nephila pilipes],,"39TC6@33154,3BHT2@33208,3D2MB@33213,3SQJD@50557,41VKT@6656,COG2801@1,KOG0017@2759"
,GFU55289.1,L798_00721,ko:K07916,,,,"ko04031,ko00000",136037.KDR22807,64.8,2.5599999999999997e-24,97.1,,,,,"ras-related protein Rab-7L1, partial [Nephila pilipes]",,"39VT3@33154,3BGAJ@33208,3CTWI@33213,3SQII@50557,4225W@6656,KOG4423@1,KOG4423@2759"
,GFU55319.1,,,,,,,69319.XP_008559237.1,26.5,7.21e-26,119.0,,,,,"glutamate receptor ionotropic, delta-2 [Nephila pilipes]",,"38BIY@33154,3B9S8@33208,3CTGU@33213,3SKFN@50557,41UPI@6656,46KGT@7399,KOG1052@1,KOG1052@2759"
,GFU55320.1,20213189,,,,,,6412.HelroP194898,53.3,1.8400000000000001e-87,269.0,,,,,c-factor [Nephila pilipes],,"3A1BK@33154,3BPYZ@33208,3D59H@33213,COG1028@1,KOG1611@2759"
,GFU55323.1,,,,,,,126957.SMAR011645-PA,31.6,8.68e-131,462.0,,,,,partitioning defective 3 homolog [Nephila pilipes],,"38HPQ@33154,3BE0C@33208,3CRMZ@33213,41XIW@6656,KOG3528@1,KOG3528@2759"
,GFU55324.1,,,,,,,126957.SMAR011645-PA,32.2,5.69e-134,471.0,,,,,partitioning defective 3 homolog [Nephila pilipes],,"38HPQ@33154,3BE0C@33208,3CRMZ@33213,41XIW@6656,KOG3528@1,KOG3528@2759"
NPIL_263321,GFU55326.1,,,,,,,13037.EHJ65788,68.3,1.17e-09,57.0,0.131474982788074,0.455826787969672,0.443380071387146,0.0,hypothetical protein NPIL_263321 [Nephila pilipes],,"3AD6N@33154,3BWEX@33208,3DC39@33213,3SS94@50557,421RP@6656,44B01@7088,KOG3528@1,KOG3528@2759"
,GFU55329.1,,,,,,,126957.SMAR007481-PA,48.3,3.16e-148,442.0,,,,,"glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial [Nephila pilipes]",,"38FEW@33154,3BBYP@33208,3CVHW@33213,41TQA@6656,COG0064@1,KOG2438@2759"
,GFU55331.1,v1g211503,,,,,,45351.EDO37476,31.4,3.12e-19,92.0,,,,,vigilin [Nephila pilipes],,"38D8R@33154,3BFE4@33208,KOG2208@1,KOG2208@2759"
NPIL_263371,GFU55336.1,,,,,,,6500.XP_005094755.1,38.8,3.24e-112,346.0,0.0,0.241033334793248,0.849422324680737,0.0,uncharacterized protein NPIL_263371 [Nephila pilipes],,"2C5I2@1,2QT56@2759,39TDW@33154,3BJ7F@33208,3CWWT@33213"
,GFU55338.1,L798_14633,ko:K00747,"map01100,ko01100,map00532,ko00532",M00058,"2.4.1.175,2.4.1.226","ko01003,ko01000,ko00001,ko00000,ko00002",136037.KDR11049,39.5,1.16e-188,563.0,,,,,chondroitin sulfate synthase 2 [Nephila pilipes],,"38C6E@33154,3BCCR@33208,3CSWN@33213,3SGAN@50557,41U6R@6656,KOG3708@1,KOG3708@2759"
,GFU55360.1,,,,,,,144197.XP_008293709.1,47.6,0.000426,43.5,,,,,PDE8 domain-containing protein [Nephila pilipes],,"391BJ@33154,3BAIT@33208,3CT0Z@33213,48019@7711,490ZH@7742,49TBB@7898,KOG1229@1,KOG1229@2759"
,GFU55361.1,PDE8B,ko:K18437,"map00230,ko00230,ko04934,ko04927,map04927,map04934,map05032,ko05032",,3.1.4.53,"ko01000,ko00001,ko00000",10224.XP_006814032.1,40.1,1.13e-84,284.0,,,,,"high affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8B [Nephila pilipes]",,"391BJ@33154,3BAIT@33208,3CT0Z@33213,KOG1229@1,KOG1229@2759"
,GFU55362.1,,,,,,,7070.TC002657-PA,45.5,1.29e-90,296.0,,,,,transposon Tf2-6 polyprotein [Nephila pilipes],,"38F42@33154,3BA5H@33208,3CZSS@33213,3SQX6@50557,4225E@6656,COG2801@1,KOG0017@2759"
,GFU55364.1,,,,,,,8128.ENSONIP00000026139,37.1,1.3e-65,230.0,,,,,transposon Ty3-I Gag-Pol polyprotein [Nephila pilipes],,"38F42@33154,3BA5H@33208,3CZSS@33213,48AQP@7711,COG2801@1,KOG0017@2759"
,GFU55366.1,107365756,ko:K18437,"map00230,ko00230,ko04934,ko04927,map04927,map04934,map05032,ko05032",,3.1.4.53,"ko01000,ko00001,ko00000",32264.tetur01g04720.1,57.0,1.11e-153,451.0,,,,,"high affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8A [Nephila pilipes]",,"391BJ@33154,3BAIT@33208,3CT0Z@33213,41X19@6656,KOG1229@1,KOG1229@2759"
,GFU55494.1,,,,,,,69319.XP_008547699.1,34.3,6.38e-150,483.0,,,,,transposon Ty3-I Gag-Pol polyprotein [Nephila pilipes],,"38F42@33154,3BI8I@33208,3D5CW@33213,3SQKC@50557,4224Q@6656,46KTK@7399,COG2801@1,KOG0017@2759"
"NPIL_102611,",GFU55499.1,,,,,,,7719.XP_009857846.1,37.5,0.000165,47.4,,,,,"hypothetical protein NPIL_102611, partial [Nephila pilipes]",,"38B50@33154,3BCEG@33208,3CY6A@33213,484D7@7711,KOG1216@1,KOG1216@2759,KOG1217@1,KOG1217@2759,KOG4297@1,KOG4297@2759,KOG4729@1,KOG4729@2759"
NPIL_102621,GFU55500.1,,,,,,,7070.TC009313-PA,54.5,1.92e-44,160.0,0.0,0.0,0.411349807698519,0.0,uncharacterized protein NPIL_102621 [Nephila pilipes],,"28PAK@1,2QVXX@2759,39Z25@33154,3BNRK@33208,3D308@33213,3SQIM@50557,41VFD@6656"
,GFU55503.1,,,,,,,6087.XP_004212547.1,29.1,2.05e-35,147.0,,,,,DUF1758 domain-containing protein [Nephila pilipes],,"39TC6@33154,3C0WJ@33208,COG2801@1,KOG0017@2759"
NPIL_192261,GFU55505.1,,,,,,,126957.SMAR012273-PA,34.6,1.07e-08,58.9,0.0,0.0,0.0,0.0,hypothetical protein NPIL_192261 [Nephila pilipes],,"2CQW9@1,2S45W@2759,3A5W2@33154,3BTU0@33208,3D9TV@33213,421VZ@6656"
,GFU55506.1,,,,,,,7029.ACYPI44292-PA,48.1,4.09e-34,126.0,,,,,MULE domain-containing protein [Nephila pilipes],,"28PAK@1,2QVXX@2759,39Z25@33154,3BNRK@33208,3D308@33213,41VFD@6656"
,GFU55513.1,8235169,,,,,,121225.PHUM531970-PA,31.1,3.2200000000000003e-103,358.0,,,,,retrovirus-related Pol polyprotein from transposon 297 [Nephila pilipes],,"38F42@33154,3BA5H@33208,3CWAK@33213,3ECJT@33342,3SIRK@50557,41WI3@6656,COG2801@1,KOG0017@2759"
,GFU55578.1,,,,,,,69319.XP_008553891.1,89.9,1.05e-126,362.0,,,,,"cleavage and polyadenylation specificity factor subunit 5, partial [Nephila pilipes]",,"38D8F@33154,3BENP@33208,3CV05@33213,3SGVR@50557,41V3F@6656,46ETC@7399,KOG1689@1,KOG1689@2759"
,GFU55592.1,,,,,,,126957.SMAR013995-PA,50.2,1.97e-67,224.0,,,,,aa_trans domain-containing protein [Nephila pilipes],,"39T29@33154,3BKWZ@33208,3D3E9@33213,41W34@6656,COG0814@1,KOG1303@2759"
,GFU55602.1,,,,,,,6500.XP_005098550.1,28.0,5.110000000000001e-21,99.8,,,,,putative RNA-directed DNA polymerase from transposon BS [Nephila pilipes],,"KOG1075@1,KOG1075@2759"
,GFU55604.1,,ko:K11433,"ko00310,map00310",,2.1.1.43,"ko01000,ko03036,ko00001,ko00000",72004.XP_005908681.1,40.8,2.2200000000000002e-31,121.0,,,,,histone-lysine N-methyltransferase SETMAR [Nephila pilipes],,"2CXPK@1,2RYWI@2759,3A0FF@33154,3BPTP@33208,3D6SN@33213,3JIHE@40674,48FM6@7711,49CCX@7742"
